CryptDeriveKey,CryptDecodeObject,CryptGenKey,CryptImportPublicKeyInfo,CryptAcquireContext,CryptAcquireContextW
0,0,0,0,0,3
0,0,0,0,0,318
0,0,0,0,0,633
0,0,0,0,0,633
0,0,0,0,0,948
0,0,0,0,0,1263
0,0,0,0,0,1582
0,0,0,0,0,1897
0,0,0,0,0,2212
0,0,0,0,0,2527
0,0,0,0,0,2842
0,0,0,0,0,2842
0,0,0,0,0,2843
0,0,0,0,0,2843
0,0,0,0,0,2843
0,0,0,0,0,3158
