RegCloseKey,RegCreateKeyExW,RegDeleteKeyW,RegQueryValueExW,RegSetValueExW,RegEnumKeyExA,RegOpenKeyExW,NtQueryValueKey,NtOpenKey
75751,4295,2,81696,2444,1604,93083,77783,57958
78014,4432,2,83746,2525,1630,95650,78005,58142
78019,4432,2,83747,2525,1630,95655,78011,58149
78121,4432,2,83779,2525,1630,95663,78011,58151
80265,4570,2,85963,2605,1655,98163,79009,58397
80270,4570,2,85964,2605,1655,98168,79015,58404
80280,4570,2,85966,2605,1655,98175,79045,58434
80512,4584,2,86156,2610,1669,98326,79059,58459
80517,4584,2,86157,2610,1669,98330,79065,58466
80522,4584,2,86158,2610,1669,98334,79071,58473
82689,4719,2,88252,2688,1691,100880,79140,58679
82690,4719,2,88252,2688,1691,100880,79177,58704
82695,4719,2,88253,2688,1691,100884,79183,58711
82999,4733,2,88476,2693,1723,101072,79197,58736
83004,4733,2,88477,2693,1723,101076,79203,58743
83009,4733,2,88478,2693,1723,101080,79209,58750
83009,4733,2,88478,2693,1723,101080,79211,58752
83014,4733,2,88479,2693,1723,101085,79217,58759
83062,4741,2,88517,2695,1723,101130,79219,58767
85716,4877,2,92846,2775,1752,104232,80106,59008
85741,4878,2,92878,2775,1752,104260,80114,59019
85746,4878,2,92879,2775,1752,104264,80120,59026
85747,4878,2,92879,2775,1752,104266,80130,59048
88007,5015,2,94946,2856,1778,106838,80997,59252
88012,5015,2,94947,2856,1778,106842,81003,59259
88023,5015,2,94990,2856,1778,106853,81007,59266
88026,5015,2,94990,2856,1778,106855,81042,59302
90581,5152,2,99093,2937,1800,109828,81262,59515
90824,5164,2,99263,2941,1832,109976,81284,59560
90826,5164,2,99263,2941,1832,109978,81299,59588
90831,5164,2,99264,2941,1832,109982,81305,59595
94345,5301,2,104470,3022,1858,114011,83295,59862
94345,5301,2,104470,3022,1858,114011,83296,59863
94350,5301,2,104471,3022,1858,114015,83302,59870
94355,5301,2,104472,3022,1858,114019,83308,59877
94360,5301,2,104473,3022,1858,114023,83314,59884
94538,5308,2,104511,3029,1858,114194,86276,59985
94690,5311,2,104541,3035,1858,114349,86463,60048
94697,5311,2,104542,3035,1858,114352,86469,60055
94702,5311,2,104543,3035,1858,114356,86475,60062
94704,5311,2,104543,3035,1858,114358,86489,60089
94709,5311,2,104544,3035,1858,114363,86495,60096
94709,5311,2,104544,3035,1858,114363,86502,60100
94714,5311,2,104545,3035,1858,114367,86508,60107
94719,5311,2,104546,3035,1858,114371,86514,60114
94719,5311,2,104546,3035,1858,114372,86519,60119
94884,5320,2,104676,3037,1872,114483,86529,60139
94884,5320,2,104676,3037,1872,114483,86534,60140
94889,5320,2,104677,3037,1872,114487,86540,60147
95053,5338,2,104711,3059,1872,114744,86627,60317
95058,5338,2,104712,3059,1872,114748,86633,60324
95063,5338,2,104713,3059,1872,114752,86639,60331
95772,5386,2,105383,3105,1875,115850,86667,60422
95777,5386,2,105384,3105,1875,115854,86673,60429
95782,5386,2,105385,3105,1875,115858,86679,60436
95784,5386,2,105385,3105,1875,115859,86708,60465
96116,5400,2,105631,3110,1907,116063,86720,60488
96123,5400,2,105632,3110,1907,116067,86726,60495
98280,5538,2,107847,3191,1932,118578,87070,60724
98280,5538,2,107847,3191,1932,118578,87091,60769
98625,5538,2,107883,3191,1932,118757,87094,60775
98627,5538,2,107883,3191,1932,118759,87108,60802
98784,5545,2,107913,3198,1932,118917,87296,60865
