FindNextFile,FindFirstFile,FindFirstFileEx,SetFilePointer,SetFilePointerEx,GetFileSize,GetFileSizeEx,SetFileAttributes,GetFileType,CopyFileEx,CopyFile,DeleteFile,EncryptFile,NtReadFile,NtWriteFile,GetFileAttributes,GetFileAttributesEx,CryptDeriveKey,CryptDecodeObject,CryptGenKey,CryptImportPublicKeyInfo,CryptAcquireContext,CryptAcquireContextW,RegCloseKey,RegCreateKeyExW,RegDeleteKeyW,RegQueryValueExW,RegSetValueExW,RegEnumKeyExA,RegOpenKeyExW,NtQueryValueKey,NtOpenKey,socket,InternetOpen,shutdown,sendto,connect,bind,listen,accept,recv,send,InternetOpenUrl,InternetReadFile,InternetWriteFile,CreateThread,CreateRemoteThread,NtResumeThread,NtGetContextThread,NtSetContextThread,CreateProcessInternalW,NtOpenProcess,Process32NextW,Process32FirstW,NtTerminateProcess,test
0,0,0,60,0,1382,0,0,9,0,0,0,0,141,2,0,0,0,0,1,0,0,9,3463,8,0,4095,8,3,3578,845,163,0,0,1,0,0,1,0,0,1,1,0,0,0,48,0,35,1,1,6,38,0,0,11,CryptoLocker
0,0,0,60,0,1382,1,0,9,0,0,0,0,147,18,0,0,0,0,1,0,0,13,3605,22,0,4214,19,14,3723,889,185,8,0,1,0,8,1,0,0,7,3,0,2,0,56,0,38,2,2,7,57,0,0,14,CryptoLocker
0,0,0,62,0,1389,1,0,9,0,0,0,0,160,20,0,0,0,0,1,0,0,13,3676,23,0,4416,19,14,3826,899,193,8,0,1,0,8,1,0,0,7,3,0,2,0,62,12,42,4,3,9,137,276,7,16,CryptoLocker
0,0,0,62,0,1391,1,0,9,0,0,0,0,162,21,0,0,0,0,1,0,0,13,3782,33,0,4481,21,14,3938,908,214,8,0,1,0,8,1,0,0,7,3,0,2,0,63,12,42,4,3,10,137,276,7,19,CryptoLocker
0,0,0,62,0,1393,1,0,9,0,0,0,0,164,22,0,0,0,0,1,0,0,13,3890,43,0,4552,23,14,4018,917,235,8,0,1,0,8,1,0,0,7,3,0,2,0,64,12,42,4,3,11,137,276,7,22,CryptoLocker
0,0,0,63,15352,1393,3846,0,9,0,0,0,0,4009,56151,0,0,0,0,1,0,0,3847,3891,44,0,4553,24,14,4019,919,237,8,0,1,0,8,1,0,0,7,3,0,2,0,65,12,42,4,3,11,137,276,7,22,CryptoLocker
0,0,0,63,15352,2750,3846,0,14,0,0,0,0,4059,56151,0,0,0,0,1,0,0,3851,4058,48,0,4954,30,14,4286,1317,275,8,0,1,0,8,1,0,0,7,3,0,2,0,79,12,51,4,3,13,148,276,7,27,CryptoLocker
0,0,0,63,15352,2752,3846,0,14,0,0,0,0,4061,56152,0,0,0,0,1,0,0,3851,4164,58,0,5019,32,14,4398,1326,296,8,0,1,0,8,1,0,0,7,3,0,2,0,80,12,51,4,3,14,148,276,7,30,CryptoLocker
0,0,0,63,15352,2754,3846,0,14,0,0,0,0,4063,56153,0,0,0,0,1,0,0,3851,4270,68,0,5084,34,14,4510,1335,317,8,0,1,0,8,1,0,0,7,3,0,2,0,81,12,51,4,3,15,148,276,7,33,CryptoLocker
0,0,0,63,15352,2756,3846,0,14,0,0,0,0,4065,56154,0,0,0,0,1,0,0,3851,4376,78,0,5149,36,14,4622,1344,338,8,0,1,0,8,1,0,0,7,3,0,2,0,82,12,51,4,3,16,148,276,7,36,CryptoLocker
0,0,0,63,15352,2758,3846,0,14,0,0,0,0,4067,56155,0,0,0,0,1,0,0,3851,4482,88,0,5214,38,14,4734,1353,359,8,0,1,0,8,1,0,0,7,3,0,2,0,83,12,51,4,3,17,148,276,7,39,CryptoLocker
0,0,0,63,15352,2760,3846,0,14,0,0,0,0,4069,56156,0,0,0,0,1,0,0,3851,4590,98,0,5279,40,14,4846,1362,380,8,0,1,0,8,1,0,0,7,3,0,2,0,84,12,51,4,3,18,148,276,7,42,CryptoLocker
0,0,0,232,15409,2902,3926,0,18,0,0,0,0,4401,56199,0,0,0,0,1,0,0,3851,6848,244,0,9367,161,14,8152,8374,690,8,0,1,0,8,1,0,0,7,3,0,2,0,102,12,55,4,3,22,2299,276,7,54,CryptoLocker
0,0,0,232,15409,2904,3926,0,18,0,0,0,0,4403,56200,0,0,0,0,1,0,0,3851,6954,254,0,9432,163,14,8264,8383,711,8,0,1,0,8,1,0,0,7,3,0,2,0,103,12,55,4,3,23,2299,276,7,57,CryptoLocker
0,0,0,232,15409,2904,3927,0,18,0,0,0,0,4409,56216,0,0,0,0,1,0,0,3855,7096,268,0,9551,174,25,8409,8407,732,16,0,1,0,15,1,0,0,10,4,0,4,0,111,12,58,5,4,24,2317,276,7,60,CryptoLocker
0,0,0,232,15409,2906,3927,0,18,0,0,0,0,4411,56217,0,0,0,0,1,0,0,3855,7202,278,0,9616,176,25,8521,8416,753,16,0,1,0,15,1,0,0,10,4,0,4,0,112,12,58,5,4,25,2317,276,7,63,CryptoLocker
0,0,0,232,15409,2908,3927,0,18,0,0,0,0,4413,56218,0,0,0,0,1,0,0,3855,7308,288,0,9681,178,25,8633,8425,774,16,0,1,0,15,1,0,0,10,4,0,4,0,113,12,58,5,4,26,2317,276,7,66,CryptoLocker
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,93,0,0,448,0,0,173,10,21,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,1,0,0,0,CryptoWall
0,0,0,0,0,4,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,2,95,0,0,448,0,0,173,18,26,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,3,1,1,3,2,34,1,2,CryptoWall
0,0,0,0,0,5,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,3,100,0,0,451,0,0,177,18,26,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,5,1,1,4,2,34,1,3,CryptoWall
0,0,0,0,0,5,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,3,112,0,0,462,0,0,186,22,32,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,6,1,1,5,2,34,1,4,CryptoWall
0,0,0,0,0,9,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,4,113,0,0,462,0,0,186,28,34,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,8,2,2,7,2,68,2,6,CryptoWall
0,0,0,1,0,11,0,0,1,0,0,0,0,6,2,0,0,0,0,0,0,0,11,218,3,0,489,6,0,308,478,1032,4,0,0,0,4,4,0,0,4,4,0,32,8,4,0,11,2,2,10,3,68,2,13,CryptoWall
0,0,0,16,1,13,12,0,4,0,0,0,0,142,24,0,0,0,0,0,0,0,12,586,3,0,2733,6,0,791,494,1064,4,0,0,0,4,4,0,0,4,4,0,32,8,4,0,13,3,3,12,17,68,2,17,CryptoWall
0,0,0,32,1,25,12,0,4,0,0,0,0,183,62,0,0,0,0,0,0,0,16,710,7,0,2775,12,0,934,1021,1128,24,0,0,0,24,28,0,0,34,26,0,90,32,14,0,20,3,3,13,18,68,2,20,CryptoWall
0,0,0,32,1,26,12,0,4,0,0,0,0,184,62,0,0,0,0,0,0,0,17,710,7,0,2775,12,0,934,1021,1128,24,0,0,0,24,28,0,0,34,26,0,90,32,15,0,20,3,3,13,18,68,2,20,CryptoWall
0,0,0,32,1,26,12,0,4,0,0,0,0,184,62,0,0,0,0,0,0,0,18,715,7,0,2778,12,0,938,1023,1130,24,0,0,0,24,28,0,0,34,26,0,90,32,16,0,21,3,3,14,18,68,2,21,CryptoWall
0,0,0,32,1,34,12,0,8,0,0,0,0,189,64,0,0,0,0,0,0,0,18,827,7,0,2793,12,31,962,1032,1140,28,0,0,0,28,28,0,0,34,26,0,90,32,16,0,23,4,4,16,18,102,3,28,CryptoWall
0,0,0,32,1,34,12,0,8,0,0,0,0,189,64,0,0,0,0,0,0,0,19,832,7,0,2796,12,31,966,1032,1140,28,0,0,0,28,28,0,0,34,26,0,90,32,17,0,24,4,4,17,18,102,3,29,CryptoWall
0,0,0,50,1,48,12,0,9,0,0,0,0,238,124,0,0,0,0,0,0,0,26,961,15,0,2827,19,31,1111,3020,1209,50,0,1,0,50,58,0,0,85,55,0,323,64,31,0,37,4,4,20,19,102,3,36,CryptoWall
0,0,0,50,1,48,12,0,9,0,0,0,0,238,124,0,0,0,0,0,0,0,27,1001,15,0,2896,19,31,1170,3022,1212,50,0,1,0,50,58,0,0,85,55,0,323,64,32,0,38,4,4,21,19,102,3,37,CryptoWall
0,0,0,50,1,48,12,0,9,0,0,0,0,238,124,0,0,0,0,0,0,0,28,1002,15,0,2896,19,31,1170,3029,1215,50,0,1,0,50,58,0,0,85,55,0,323,64,32,0,40,5,5,23,21,170,5,40,CryptoWall
0,0,0,51,1,53,12,0,10,0,0,0,0,240,127,0,0,0,0,0,0,0,35,1193,22,0,2925,26,31,1295,6460,1258,101,0,1,0,101,109,0,0,133,103,0,507,108,33,0,43,5,5,26,22,170,5,47,CryptoWall
0,0,0,51,1,53,12,0,10,0,0,0,0,240,127,0,0,0,0,0,0,0,36,1200,22,0,2928,26,31,1299,6460,1259,101,0,1,0,101,109,0,0,133,103,0,507,108,34,0,44,5,5,27,22,170,5,48,CryptoWall
0,0,0,67,1,66,12,0,11,0,0,0,0,287,176,0,0,0,0,0,0,0,43,1200,22,0,2928,26,31,1300,11136,1326,167,0,1,0,167,183,0,0,246,183,0,890,181,46,0,55,5,5,30,23,170,5,55,CryptoWall
0,0,0,67,1,66,12,0,11,0,0,0,0,287,176,0,0,0,0,0,0,0,44,1205,22,0,2931,26,31,1304,11136,1326,167,0,1,0,167,183,0,0,246,183,0,890,181,47,0,56,5,5,31,23,170,5,56,CryptoWall
0,0,0,79,1,75,12,0,12,0,0,0,0,325,271,0,0,0,0,0,0,0,50,1325,26,0,2978,32,31,1445,12266,1403,176,0,1,0,176,196,0,0,262,194,0,946,189,55,0,64,5,5,34,25,170,5,62,CryptoWall
0,0,0,79,1,75,12,0,12,0,0,0,0,327,272,0,0,0,0,0,0,0,51,1352,26,0,2979,32,513,1447,12273,1406,176,0,1,0,176,196,0,0,262,194,0,946,189,61,0,67,6,6,36,44,256,8,66,CryptoWall
0,0,0,79,1,75,12,0,12,0,0,0,0,327,272,0,0,0,0,0,0,0,52,1353,26,0,2979,32,513,1447,12279,1408,176,0,1,0,176,196,0,0,262,194,0,946,189,61,0,68,6,6,37,44,256,8,67,CryptoWall
0,0,0,95,1,89,12,0,13,0,0,0,0,370,321,0,0,0,0,0,0,0,59,1554,34,0,3010,39,513,1588,17134,1475,251,0,1,0,251,278,0,0,387,287,0,1405,246,73,0,79,6,6,40,45,256,8,74,CryptoWall
0,0,0,95,1,90,12,0,13,0,0,0,0,371,321,0,0,0,0,0,0,0,60,1557,34,0,3011,39,513,1589,17134,1475,251,0,1,0,251,278,0,0,387,287,0,1405,246,74,0,81,6,6,41,45,256,8,75,CryptoWall
0,0,0,111,4,100,24,0,14,0,0,0,0,421,351,0,0,0,0,0,0,0,66,2026,38,0,5280,45,513,2222,18717,1593,275,0,1,0,275,305,0,0,417,310,0,1473,260,82,0,88,6,6,44,61,256,8,81,CryptoWall
0,0,0,151,5,119,36,0,14,0,0,0,0,530,399,0,0,0,0,0,0,0,70,2490,42,0,7539,51,513,2835,19274,1699,299,0,1,0,299,333,0,0,446,334,0,1561,292,91,0,96,6,6,45,76,256,8,83,CryptoWall
0,0,0,151,5,123,36,0,14,0,0,0,0,532,399,0,0,0,0,0,0,0,71,2511,42,0,7539,51,513,2835,19280,1701,299,0,1,0,299,333,0,0,446,334,0,1561,292,91,0,98,7,7,47,76,290,9,84,CryptoWall
0,0,0,151,5,123,36,0,14,0,0,0,0,532,399,0,0,0,0,0,0,0,71,2512,42,0,7539,51,513,2835,19291,1709,299,0,1,0,299,333,0,0,446,334,0,1561,292,91,0,100,8,8,49,76,290,9,88,CryptoWall
0,0,0,152,5,123,36,0,14,0,0,0,0,534,399,0,0,0,0,0,0,0,72,2515,42,0,7540,51,513,2839,19299,1716,299,0,1,0,299,333,0,0,446,334,0,1561,292,91,0,101,8,8,51,77,290,9,92,CryptoWall
0,0,0,152,5,123,36,0,14,0,0,0,0,534,399,0,0,0,0,0,0,0,73,2520,42,0,7543,51,513,2843,19301,1718,299,0,1,0,299,333,0,0,446,334,0,1561,292,92,0,102,8,8,52,77,290,9,93,CryptoWall
0,0,0,172,5,140,36,0,15,0,0,0,0,589,482,0,0,0,0,0,0,0,79,2652,50,0,7575,58,513,2991,21588,1790,333,0,4,0,333,375,0,0,515,376,0,1714,338,108,0,115,8,8,55,78,290,9,99,CryptoWall
0,0,0,172,5,140,36,0,15,0,0,0,0,589,482,0,0,0,0,0,0,0,79,2659,50,0,7579,58,513,3000,21593,1796,333,0,4,0,333,375,0,0,515,376,0,1714,338,108,0,115,8,8,55,78,290,9,102,CryptoWall
0,0,0,172,5,140,36,0,15,0,0,0,0,589,482,0,0,0,0,0,0,0,80,2662,50,0,7580,58,513,3001,21593,1796,333,0,4,0,333,375,0,0,515,376,0,1714,338,109,0,116,8,8,56,78,290,9,103,CryptoWall
0,0,0,172,5,140,36,0,15,0,0,0,0,589,482,0,0,0,0,0,0,0,80,2662,50,0,7580,58,513,3001,21593,1796,333,0,4,0,333,375,0,0,515,376,0,1714,338,109,0,116,8,8,56,78,290,9,104,CryptoWall
0,0,0,172,5,140,36,0,15,0,0,0,0,589,482,0,0,0,0,0,0,0,81,2669,50,0,7586,58,513,3006,21593,1796,333,0,4,0,333,375,0,0,515,376,0,1714,338,110,0,117,8,8,57,78,290,9,105,CryptoWall
0,0,0,189,5,153,36,0,16,0,0,0,0,635,534,0,0,0,0,0,0,0,88,2854,58,0,7617,65,513,3147,26036,1863,399,0,7,0,399,449,0,0,642,463,0,2343,386,126,0,128,8,8,60,79,290,9,112,CryptoWall
0,0,0,189,5,154,36,0,16,0,0,0,0,636,534,0,0,0,0,0,0,0,89,2857,58,0,7618,65,513,3148,26036,1863,399,0,7,0,399,449,0,0,642,463,0,2343,386,127,0,129,8,8,61,79,290,9,112,CryptoWall
0,0,0,190,5,154,36,0,16,0,0,0,0,638,534,0,0,0,0,0,0,0,89,2857,58,0,7618,65,513,3148,26038,1865,399,0,7,0,399,449,0,0,642,463,0,2343,386,127,0,129,8,8,62,79,290,9,118,CryptoWall
0,0,0,204,5,167,36,0,16,0,0,0,0,686,578,0,0,0,0,0,0,0,93,3000,70,0,7687,72,513,3294,26767,1952,454,0,8,0,423,478,0,0,679,490,0,2398,414,141,0,139,8,8,63,80,324,9,120,CryptoWall
0,0,0,218,5,178,40,0,16,0,0,0,0,727,608,0,0,0,0,0,0,0,98,3193,78,0,7870,79,513,3529,27333,2035,472,0,8,0,441,499,0,0,705,509,0,2445,435,150,0,147,8,8,64,85,324,9,122,CryptoWall
0,0,0,218,5,178,40,0,16,0,0,0,0,727,608,0,0,0,0,0,0,0,99,3198,78,0,7873,79,513,3533,27333,2035,472,0,8,0,441,499,0,0,705,509,0,2445,435,151,0,148,8,8,65,85,324,9,123,CryptoWall
0,0,0,230,5,187,40,0,17,0,0,0,0,756,634,0,0,0,0,0,0,0,106,3360,86,0,7904,86,513,3662,30392,2104,521,0,8,0,490,550,0,0,770,564,0,2803,474,156,0,153,8,8,68,86,324,9,129,CryptoWall
0,0,0,248,5,202,40,0,18,0,0,0,0,805,689,0,0,0,0,0,0,0,112,3504,95,0,7935,93,513,3817,32461,2276,540,0,11,0,508,575,0,0,813,589,0,2863,496,171,0,166,8,8,71,88,324,9,135,CryptoWall
0,0,0,248,5,206,40,0,18,0,0,0,0,807,689,0,0,0,0,0,0,0,112,3514,95,0,7943,93,513,3825,32465,2283,540,0,11,0,508,575,0,0,813,589,0,2863,496,171,0,167,9,9,72,89,358,10,137,CryptoWall
0,0,0,248,5,206,40,0,18,0,0,0,0,807,689,0,0,0,0,0,0,0,113,3521,95,0,7946,93,513,3829,32467,2285,540,0,11,0,508,575,0,0,813,589,0,2863,496,172,0,168,9,9,73,89,358,10,138,CryptoWall
0,0,0,265,5,221,40,0,18,0,0,0,0,857,748,0,0,0,0,0,0,0,117,3690,103,0,8005,100,513,3998,33262,2362,575,0,11,0,543,617,0,0,883,635,0,2948,539,185,0,179,9,9,74,90,358,10,140,CryptoWall
0,0,0,265,5,221,40,0,18,0,0,0,0,857,811,0,0,0,0,0,0,0,117,3690,103,0,8005,100,513,3998,33262,2362,575,0,11,0,543,617,0,0,883,635,0,2948,539,185,0,197,9,9,76,90,358,10,140,CryptoWall
0,0,0,899,0,29,2,0,387,0,0,0,0,989,2,0,0,0,0,0,0,0,0,1785,11,0,1248,5,15,1179,52,91,3,0,0,0,3,3,0,0,6,4,0,1,0,7,0,2,0,0,2,28,317772,9307,9,Genasom
0,0,0,903,0,36,4,0,387,0,0,0,0,1205,3,0,0,0,0,0,0,0,0,3018,23,0,2055,10,30,2039,89,134,8,0,0,0,8,8,0,0,15,10,0,2,0,14,0,4,0,0,3,56,498660,14744,12,Genasom
0,0,0,907,0,43,6,0,387,0,0,0,0,1386,4,0,0,0,0,0,0,0,0,4153,35,0,2825,15,45,2854,126,177,12,0,0,0,12,12,0,0,22,15,0,3,0,21,0,6,0,0,4,84,652289,19364,15,Genasom
0,0,0,910,0,50,8,0,387,0,0,0,0,1388,5,0,0,0,0,0,0,0,0,5045,47,0,3475,20,60,3548,165,220,16,0,0,0,16,16,0,0,29,20,0,4,0,28,0,8,0,0,5,112,812545,24183,18,Genasom
0,0,0,913,0,58,10,0,387,0,0,0,0,1390,5,0,0,0,0,0,0,0,0,5940,60,0,4117,25,75,4239,200,256,21,0,0,0,21,21,0,0,38,26,0,5,0,34,0,9,0,0,6,140,963728,28738,21,Genasom
0,0,0,916,0,64,12,0,387,0,0,0,0,1564,6,0,0,0,0,0,0,0,0,7049,72,0,4874,30,90,5040,235,294,25,0,0,0,25,25,0,0,45,31,0,6,0,41,0,10,0,0,7,168,1107604,33080,24,Genasom
0,0,0,919,0,70,14,0,387,0,0,0,0,1566,7,0,0,0,0,0,0,0,0,8106,83,0,5609,35,105,5813,270,333,27,0,0,0,27,27,0,0,50,34,0,7,0,48,0,11,0,0,8,196,1230498,36808,27,Genasom
0,0,0,923,0,80,16,0,387,0,0,0,0,1569,8,0,0,0,0,0,0,0,0,9585,96,0,6523,41,120,7363,326,519,31,0,0,0,31,31,0,0,57,39,0,8,0,60,0,14,0,0,11,198,1372625,40908,31,Genasom
0,0,0,935,0,93,18,0,403,0,0,0,0,1727,12,0,0,0,0,0,0,0,4,9725,98,0,6907,43,120,7582,353,548,31,0,0,0,31,60,0,0,57,39,0,8,0,755,0,708,1,1,14,204,1372625,40908,40,Genasom
0,0,0,939,0,100,20,0,403,0,0,0,0,1729,13,0,0,0,0,0,0,0,4,10365,113,0,7394,48,135,8146,390,591,33,0,0,0,33,62,0,0,62,42,0,9,0,762,0,710,1,1,15,232,1414062,42155,43,Genasom
0,0,0,942,0,106,22,0,403,0,0,0,0,1731,14,0,0,0,0,0,0,0,4,11273,124,0,8018,53,150,8845,425,630,103,0,0,0,103,132,0,0,131,111,0,9,0,769,0,711,1,1,16,260,1434468,42766,46,Genasom
0,0,0,946,0,113,24,0,403,0,0,0,0,1734,15,0,0,0,0,0,0,0,4,11910,135,0,8524,58,159,9391,459,667,105,0,0,0,105,134,0,0,136,114,0,10,0,774,0,712,1,1,17,288,1493091,44564,47,Genasom
0,0,0,2327,0,156,26,0,998,0,0,0,0,2866,17,0,0,0,0,0,0,0,4,12721,145,0,9099,62,174,10029,505,753,151,0,0,0,151,180,0,0,182,159,0,10,0,781,0,713,1,1,19,316,1501568,44817,56,Genasom
0,0,0,2331,0,163,28,0,998,0,0,0,0,2868,18,0,0,0,0,0,0,0,4,14499,156,0,10259,67,189,11195,542,796,153,0,0,0,153,182,0,0,187,162,0,11,0,788,0,715,1,1,20,344,1802185,54052,59,Genasom
0,0,0,2335,0,172,30,0,998,0,0,0,0,2871,19,0,0,0,0,0,0,0,4,16071,169,0,11200,73,204,12804,596,983,236,0,0,0,236,265,0,0,270,244,0,11,0,800,0,718,1,1,23,346,1841449,55166,65,Genasom
0,0,0,2338,0,179,32,0,998,0,0,0,0,2874,20,0,0,0,0,0,0,0,4,17345,183,0,11991,79,219,14268,658,1173,239,0,0,0,239,268,0,0,279,250,0,12,0,812,0,721,1,1,26,348,1887400,56481,69,Genasom
0,0,0,3756,0,223,34,0,1609,0,0,0,0,4013,22,0,0,0,0,0,0,0,4,18055,198,0,12671,85,234,14910,708,1264,242,0,0,0,242,271,0,0,287,256,0,13,0,818,0,723,1,1,28,376,2053766,61466,78,Genasom
0,0,0,3760,0,231,36,0,1609,0,0,0,0,4015,23,0,0,0,0,0,0,0,4,18673,208,0,13159,89,243,15437,743,1300,244,0,0,0,244,273,0,0,292,259,0,14,0,823,0,724,1,1,29,404,2119327,63446,81,Genasom
0,0,0,3760,0,231,36,0,1609,0,0,0,0,4015,23,0,0,0,0,0,0,0,4,18675,209,0,13159,90,243,15437,748,1305,244,0,0,0,244,273,0,0,292,259,0,14,0,825,0,726,3,3,32,404,2119327,63446,90,Genasom
0,0,0,3764,0,239,40,0,1609,0,0,0,0,4019,23,0,0,0,0,0,0,0,4,20176,220,0,14055,95,258,16396,781,1343,452,0,0,0,452,481,0,0,504,470,0,14,0,832,0,727,3,3,33,432,2185538,65447,93,Genasom
0,0,0,3767,0,245,42,0,1609,0,0,0,0,4022,24,0,0,0,0,0,0,0,4,21313,231,0,14807,100,273,17213,815,1381,454,0,0,0,454,483,0,0,509,473,0,15,0,839,0,728,3,3,34,460,2320194,69519,96,Genasom
0,0,0,3771,0,255,44,0,1609,0,0,0,0,4025,25,0,0,0,0,0,0,0,4,22826,248,0,15713,107,288,18771,867,1562,508,0,0,0,508,537,0,0,722,632,0,16,0,851,0,731,3,3,37,462,2429823,72551,102,Genasom
0,0,0,3775,0,263,46,0,1609,0,0,0,0,4027,26,0,0,0,0,0,0,0,4,23762,261,0,16496,112,303,19487,904,1605,512,0,0,0,512,541,0,0,729,637,0,17,0,858,0,733,3,3,38,490,2592099,77408,105,Genasom
0,0,0,3778,0,271,48,0,1609,0,0,0,0,4030,27,0,0,0,0,0,0,0,4,25596,274,0,17560,118,318,21214,966,1795,649,0,0,0,649,678,0,0,1274,1045,0,18,0,870,0,736,3,3,41,492,2753637,81902,107,Genasom
0,0,0,3782,0,278,50,0,1609,0,0,0,0,4032,28,0,0,0,0,0,0,0,4,26335,278,0,17772,122,328,21582,1656,1844,651,0,0,0,651,680,0,0,1279,1048,0,19,0,876,0,738,3,3,42,520,2916768,86737,110,Genasom
0,0,0,0,0,1321,0,0,2,0,0,0,0,34,0,0,0,0,0,0,0,0,3,75,0,0,90,1,0,138,148,34,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,6,0,0,1,9,0,0,3,Jigsaw
0,0,0,0,0,2644,0,0,1262,0,0,0,0,703,536,0,0,0,0,0,0,0,318,214,2,0,403,2,0,342,193,52,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,10,0,0,2,13,0,0,6,Jigsaw
0,0,0,0,0,2679,0,0,1262,0,0,0,0,709,662,0,0,0,0,0,0,0,318,311,3,0,542,2,0,470,398,83,0,0,0,0,0,0,0,0,0,0,0,0,0,22,0,13,4,0,3,17,0,0,6,Jigsaw
0,0,0,0,0,4002,0,0,2522,0,0,0,0,1378,1198,0,0,0,0,0,0,0,633,450,5,0,855,3,0,674,445,104,0,0,0,0,0,0,0,0,0,0,0,0,0,29,0,17,4,0,4,21,0,0,9,Jigsaw
0,0,0,0,0,5323,0,0,2522,0,0,0,0,1395,1198,0,0,0,0,0,0,0,633,478,5,0,889,4,0,765,530,124,0,0,0,0,0,0,0,0,0,0,0,0,0,35,0,39,36,0,4,26,0,0,9,Jigsaw
0,0,0,0,0,6646,0,0,3782,0,0,0,0,2064,1734,0,0,0,0,0,0,0,948,616,7,0,1202,5,0,970,560,134,0,0,0,0,0,0,0,0,0,0,0,0,0,41,0,43,36,0,5,30,0,0,11,Jigsaw
0,0,0,0,0,6681,0,0,3782,0,0,0,0,2070,1860,0,0,0,0,0,0,0,948,713,8,0,1341,5,0,1098,765,165,0,0,0,0,0,0,0,0,0,0,0,0,0,48,0,46,39,0,6,34,0,0,11,Jigsaw
0,0,0,0,0,8004,0,0,5042,0,0,0,0,2739,2396,0,0,0,0,0,0,0,1263,851,10,0,1654,6,0,1302,795,175,0,0,0,0,0,0,0,0,0,0,0,0,0,54,0,50,39,0,7,38,0,0,14,Jigsaw
0,0,0,0,0,8010,0,0,5042,0,0,0,0,2749,2396,0,0,0,0,0,0,0,1264,914,11,0,1821,7,0,1405,804,183,11,0,0,0,11,0,0,0,0,616,0,0,0,73,0,64,40,1,8,50,0,0,17,Jigsaw
0,0,0,0,0,9336,0,0,6296,0,0,0,0,3414,2930,0,0,0,0,0,0,0,1583,1089,13,0,2302,8,0,1666,840,193,11,0,0,0,11,0,0,0,0,616,0,0,0,80,0,68,40,1,9,57,0,0,20,Jigsaw
0,0,0,0,0,10658,0,0,7556,0,0,0,0,4083,3466,0,0,0,0,0,0,0,1898,1227,15,0,2615,9,0,1870,870,203,11,0,0,0,11,0,0,0,0,616,0,0,0,86,0,72,40,1,10,61,0,0,23,Jigsaw
0,0,0,0,0,11981,0,0,8816,0,0,0,0,4752,4002,0,0,0,0,0,0,0,2213,1366,17,0,2928,10,0,2074,915,221,11,0,0,0,11,0,0,0,0,616,0,0,0,93,0,76,40,1,11,65,0,0,26,Jigsaw
0,0,0,0,0,13304,0,0,10076,0,0,0,0,5421,4538,0,0,0,0,0,0,0,2528,1505,19,0,3241,11,0,2279,960,239,11,0,0,0,11,0,0,0,0,616,0,0,0,100,0,80,40,1,12,69,0,0,29,Jigsaw
0,0,0,0,0,14626,0,0,11336,0,0,0,0,6090,5074,0,0,0,0,0,0,0,2843,1643,21,0,3554,12,0,2484,984,249,11,0,0,0,11,0,0,0,0,616,0,0,0,110,0,88,40,1,13,73,0,0,32,Jigsaw
0,0,0,0,0,14626,0,0,11336,0,0,0,0,6090,5074,0,0,0,0,0,0,0,2843,1643,21,0,3554,12,0,2484,984,249,11,0,0,0,11,0,0,0,0,616,0,0,0,110,0,88,40,1,13,73,0,0,33,Jigsaw
0,0,0,0,0,14661,0,0,11336,0,0,0,0,6096,5200,0,0,0,0,0,0,0,2843,1740,22,0,3693,12,0,2612,1189,280,11,0,0,0,11,0,0,0,0,616,0,0,0,117,0,91,43,1,14,77,0,0,33,Jigsaw
0,0,0,0,0,15982,0,0,11336,0,0,0,0,6122,5200,0,0,0,0,0,0,0,2844,1770,22,0,3728,14,0,2705,1286,300,11,0,0,0,11,0,0,0,0,616,0,0,0,123,0,98,44,1,14,82,0,0,33,Jigsaw
0,0,0,0,0,16017,0,0,11336,0,0,0,0,6128,5326,0,0,0,0,0,0,0,2844,1867,23,0,3867,14,0,2833,1491,331,11,0,0,0,11,0,0,0,0,616,0,0,0,130,0,101,47,1,15,86,0,0,33,Jigsaw
0,0,0,0,0,17333,0,0,11336,0,0,0,0,6140,5326,0,0,0,0,0,0,0,2844,1900,23,0,3908,15,0,2907,1516,348,11,0,0,0,11,0,0,0,0,616,0,0,0,133,0,104,47,1,15,91,0,0,33,Jigsaw
0,0,0,0,0,17368,0,0,11336,0,0,0,0,6146,5452,0,0,0,0,0,0,0,2844,1997,24,0,4047,15,0,3035,1721,379,11,0,0,0,11,0,0,0,0,616,0,0,0,140,0,107,50,1,16,95,0,0,33,Jigsaw
0,0,0,0,0,17403,0,0,11336,0,0,0,0,6152,5578,0,0,0,0,0,0,0,2844,2094,25,0,4186,15,0,3163,1926,410,11,0,0,0,11,0,0,0,0,616,0,0,0,147,0,110,53,1,17,99,0,0,33,Jigsaw
