SetFilePointer,SetFilePointerEx,GetFileSize,GetFileSizeEx,GetFileType,NtReadFile,NtWriteFile,CryptAcquireContextW,CreateThread,NtResumeThread,CreateProcessInternalW,NtOpenProcess,Process32NextW,Process32FirstW,NtTerminateProcess,RegCloseKey,RegCreateKeyExW,RegDeleteKeyW,RegQueryValueExW,RegSetValueExW,RegEnumKeyExA,RegOpenKeyExW,NtQueryValueKey,NtOpenKey,socket,shutdown,connect,bind,recv,send,InternetReadFile
5027,47,3408,385,1063,17879,3359,4,184,371,57,87252,68675,2061,358,15759,171,7,26192,1219,43,18980,55130,10267,21,1,17,20,119567,49,211
5027,47,3408,385,1066,17879,3359,4,184,371,57,87252,68675,2061,361,15759,171,7,26192,1219,43,18980,55131,10268,21,1,17,20,119567,49,211
5027,47,3408,385,1066,17879,3359,4,184,371,57,87252,68675,2061,364,15759,171,7,26192,1219,43,18980,55132,10269,21,1,17,20,119567,49,211
5027,47,3408,385,1066,17879,3422,4,184,389,59,87252,68675,2061,364,15759,171,7,26192,1219,43,18980,55132,10269,21,1,17,20,119567,49,211
5027,47,3408,385,1066,17879,3423,4,192,395,59,87252,68675,2061,364,15998,189,7,26304,1222,43,19358,55140,10289,21,1,17,20,119567,49,212
5027,47,3408,385,1066,17879,3423,4,192,395,59,87252,68675,2061,364,16001,189,7,26304,1225,43,19358,55221,10296,21,1,17,20,119567,49,212
5027,47,3408,385,1066,17880,3424,4,194,395,59,87252,68675,2061,364,16014,196,7,26304,1228,43,19365,55385,10311,21,1,17,20,119567,49,214
5027,47,3408,385,1066,17880,3424,4,194,395,59,87252,68675,2061,367,16014,196,7,26304,1228,43,19366,55386,10312,21,1,17,20,119567,49,214
5027,47,3408,385,1066,17880,3424,4,194,395,59,87252,68675,2061,370,16014,196,7,26304,1228,43,19366,55389,10313,21,1,17,20,119567,49,214
5027,47,3408,386,1066,17881,3424,4,195,395,59,102614,84033,2523,370,16015,196,7,26304,1228,43,19368,55719,10347,21,1,17,20,119567,49,214
5027,47,3409,386,1066,18277,3796,4,198,395,59,102615,84033,2523,370,16018,196,7,26305,1229,43,19372,55892,10360,21,1,17,20,119567,49,214
5027,47,3409,386,1066,18277,3796,4,198,395,59,102615,84033,2523,373,16018,196,7,26305,1229,43,19372,55893,10361,21,1,17,20,119567,49,214
5027,47,3409,386,1066,18277,3796,4,198,395,59,102615,84033,2523,376,16018,196,7,26305,1229,43,19372,55894,10362,21,1,17,20,119567,49,214
5195,47,3431,387,1068,18418,3814,5,203,397,61,102626,84033,2523,379,17275,196,7,27709,1237,50,20903,55921,10416,21,1,17,20,119567,49,214
5195,47,3431,388,1068,18420,3815,5,302,398,61,102629,84033,2523,379,17276,196,7,27709,1237,50,20905,56164,10448,21,1,17,20,119567,49,214
5215,47,3431,388,1085,18425,3815,5,302,398,61,102629,84033,2523,379,17276,196,7,27709,1237,50,20905,56189,10495,21,1,17,20,119567,49,214
5215,47,3431,400,1085,18438,3815,5,304,398,61,102643,84033,2523,379,17463,203,7,27910,1263,50,21163,59389,11281,21,1,17,20,119567,49,214
5215,47,3431,400,1085,18438,3878,5,304,416,63,102643,84033,2523,379,17463,203,7,27910,1263,50,21163,59389,11281,21,1,17,20,119567,49,214
5215,47,3431,400,1085,18438,3878,5,304,416,63,102643,84033,2523,379,17463,203,7,27910,1263,50,21163,59408,11287,21,1,17,20,119567,49,214
5215,47,3431,400,1085,18438,3878,5,304,416,63,102643,84033,2523,382,17463,203,7,27910,1263,50,21163,59409,11288,21,1,17,20,119567,49,214
5215,47,3431,400,1085,18438,3878,5,304,416,63,102709,84101,2525,382,17463,203,7,27910,1263,50,21163,59508,11295,21,1,17,20,119567,49,214
5215,47,3431,400,1085,18438,3878,5,304,416,63,102709,84101,2525,385,17463,203,7,27910,1263,50,21163,59510,11297,21,1,17,20,119567,49,214
5217,47,3431,400,1085,18443,3878,5,304,416,63,102709,84101,2525,385,17464,203,7,27910,1263,50,21165,59654,11315,21,1,17,20,119567,49,214
5217,47,3431,400,1085,18443,3941,5,304,435,65,102709,84101,2525,385,17464,203,7,27910,1263,50,21165,59654,11315,21,1,17,20,119567,49,214
5217,47,3431,400,1085,18443,3941,5,304,435,65,102709,84101,2525,388,17464,203,7,27910,1263,50,21165,59660,11320,21,1,17,20,119567,49,214
5217,47,3431,400,1085,18443,3941,5,304,435,65,102709,84101,2525,391,17464,203,7,27910,1263,50,21165,59663,11321,21,1,17,20,119567,49,214
5218,47,3431,400,1088,18445,3941,5,304,435,66,102709,84101,2525,397,17464,203,7,27910,1263,50,21165,59665,11323,21,1,17,20,119567,49,214
5386,47,3453,401,1090,18586,3959,6,308,437,68,102720,84101,2525,400,18721,203,7,29314,1271,57,22690,59692,11377,21,1,17,20,119567,49,214
5386,47,3453,401,1090,18586,4029,6,308,456,70,102720,84101,2525,400,18721,203,7,29314,1271,57,22690,59692,11377,21,1,17,20,119567,49,214
5386,47,3453,402,1090,18595,4029,6,308,456,70,102720,84101,2525,400,18725,203,7,29316,1271,57,22695,59759,11383,21,1,17,20,119567,49,214
5386,47,3453,402,1090,18595,4029,6,449,457,70,102720,84101,2525,400,19916,204,7,29424,1271,57,23348,59770,11400,21,2,17,22,119567,49,214
5386,47,3453,402,1090,18595,4029,6,449,457,70,102720,84101,2525,403,19916,204,7,29424,1271,57,23348,59772,11402,21,2,17,22,119567,49,214
5387,47,3453,402,1090,18597,4029,6,449,457,71,102720,84101,2525,409,19916,204,7,29424,1271,57,23348,59774,11404,21,2,17,22,119567,49,214
5387,47,3453,402,1093,18597,4029,6,449,457,71,102720,84101,2525,412,19916,204,7,29424,1271,57,23348,59775,11405,21,2,17,22,119567,49,214
