FindNextFile,FindFirstFile,FindFirstFileEx,SetFilePointer,SetFilePointerEx,GetFileSize,GetFileSizeEx,SetFileAttributes,GetFileType,CopyFileEx,CopyFile,DeleteFile,EncryptFile,NtReadFile,NtWriteFile,GetFileAttributes,GetFileAttributesEx,CryptDeriveKey,CryptDecodeObject,CryptGenKey,CryptImportPublicKeyInfo,CryptAcquireContext,CryptAcquireContextW,CreateThread,CreateRemoteThread,NtResumeThread,NtGetContextThread,NtSetContextThread,CreateProcessInternalW,NtOpenProcess,Process32NextW,Process32FirstW,NtTerminateProcess,RegCloseKey,RegCreateKeyExW,RegDeleteKeyW,RegQueryValueExW,RegSetValueExW,RegEnumKeyExA,RegOpenKeyExW,NtQueryValueKey,NtOpenKey,socket,InternetOpen,shutdown,sendto,connect,bind,listen,accept,recv,send,InternetOpenUrl,InternetReadFile,InternetWriteFile
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9297,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9297,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,20,1,2,12,0,0,0,0,0,0,314,140,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9311,0,0,6,706,0,0,2386,0,0,924,11,41,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,20,1,2,12,0,0,0,0,0,0,314,140,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9311,0,0,7,706,0,0,2386,0,0,924,11,41,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,20,1,2,12,0,0,0,0,0,0,314,140,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9311,0,0,8,706,0,0,2386,0,0,924,11,41,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,277,2,6,24,0,0,0,0,0,0,1696,1194,0,0,0,0,0,0,0,0,1,0,0,0,0,0,9358,0,0,11,1448,0,0,4785,0,0,1807,23,81,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,277,2,6,24,0,0,0,0,0,0,1696,1194,0,0,0,0,0,0,0,0,1,0,0,0,0,0,9358,0,0,12,1448,0,0,4785,0,0,1807,23,81,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,536,2,114,24,0,0,0,0,0,0,1931,1328,0,0,0,0,0,0,0,0,3,0,1,0,0,1,9359,0,0,16,1816,13,0,4975,9,0,2258,32,101,16,0,0,0,16,16,0,0,68,43,0,202,0
0,0,0,536,2,115,24,0,0,0,0,0,0,1931,1328,0,0,0,0,0,0,0,0,3,0,1,0,0,2,9359,0,0,16,2003,13,0,5046,9,0,2457,54,151,16,0,0,0,16,16,0,0,68,43,0,202,0
0,0,0,536,2,115,24,0,0,0,0,0,0,1931,1328,0,0,0,0,0,0,0,0,3,0,1,0,0,2,9359,0,0,17,2003,13,0,5046,9,0,2457,54,151,16,0,0,0,16,16,0,0,68,43,0,202,0
0,0,0,554,3,118,45,0,0,0,0,0,0,2816,1418,0,0,0,0,0,0,0,0,4,0,1,0,0,2,9421,33,1,17,2784,43,1,7428,17,0,3391,1518,246,16,0,0,0,16,16,0,0,68,43,0,202,0
0,0,0,554,3,137,45,0,0,0,0,0,0,2816,1418,0,0,0,0,0,0,0,0,5,0,1,0,0,2,9421,33,1,17,2792,43,1,7430,17,0,3418,1682,256,16,0,0,0,16,16,0,0,68,43,0,202,0
0,0,0,554,3,137,45,0,0,0,0,0,0,2816,1418,0,0,0,0,0,0,0,0,5,0,1,0,0,2,9421,33,1,18,2792,43,1,7430,17,0,3418,1682,256,16,0,0,0,16,16,0,0,68,43,0,202,0
0,0,0,597,3,186,77,0,0,0,0,0,0,3109,1589,0,0,0,0,0,0,0,0,6,0,2,0,0,5,9685,33,1,24,4376,89,4,9469,30,0,5264,5095,492,16,0,0,0,16,16,0,0,68,43,0,202,0
0,0,0,635,4,192,89,0,0,0,0,0,0,3694,1740,0,0,0,0,0,0,0,0,6,0,2,0,0,5,9699,33,1,24,5070,89,4,11843,30,0,6114,5111,540,16,0,0,0,16,16,0,0,68,43,0,202,0
0,0,0,642,5,194,101,0,0,0,0,0,0,4098,1744,0,0,0,0,0,0,0,0,6,0,2,0,0,5,9713,33,1,24,5593,89,4,14155,30,0,6792,5127,585,16,0,0,0,16,16,0,0,68,43,0,202,0
0,0,0,651,6,195,113,0,0,0,0,0,0,4680,1755,0,0,0,0,0,0,0,0,6,0,2,0,0,5,9728,33,1,24,6285,89,4,16526,30,0,7638,5143,633,16,0,0,0,16,16,0,0,68,43,0,202,0
0,0,0,651,6,195,113,0,0,0,0,0,0,4680,1755,0,0,0,0,0,0,0,0,6,0,2,0,0,5,9728,33,1,24,6285,89,4,16526,30,0,7638,5143,633,16,0,0,0,16,16,0,0,68,43,0,202,0
0,0,0,651,6,195,113,0,0,0,0,0,0,4680,1818,0,0,0,0,0,0,0,0,6,0,20,0,0,7,9728,33,1,24,6285,89,4,16526,30,0,7638,5143,633,16,0,0,0,16,16,0,0,68,43,0,202,0
0,0,0,651,6,195,114,0,10,0,0,0,0,4726,1818,0,0,0,0,0,0,0,0,7,0,21,0,0,7,23694,13994,422,24,6306,89,4,16580,30,0,7668,5492,695,17,0,0,0,16,17,0,0,16547,43,0,202,0
0,0,0,652,6,195,114,0,10,0,0,0,0,4728,1818,0,0,0,0,0,0,0,0,7,0,21,0,0,8,23694,13994,422,30,6306,89,4,16580,30,0,7668,5494,697,17,0,0,0,16,17,0,0,16547,43,0,202,0
0,0,0,652,6,195,115,0,10,0,0,0,0,4729,1818,0,0,0,0,0,0,0,0,7,0,21,0,0,8,23698,13994,422,30,6307,89,4,16580,30,0,7670,5732,726,17,0,0,0,16,17,0,0,16547,43,0,202,0
0,0,0,652,6,195,115,0,10,0,0,0,0,4729,1818,0,0,0,0,0,0,0,0,64,0,21,0,0,8,23698,13994,422,30,6307,89,4,16580,30,0,7670,5827,733,17,0,0,0,16,17,0,0,16547,43,0,202,0
0,0,0,714,9,209,155,0,10,0,0,0,0,4807,1819,0,0,0,0,0,0,0,1,72,0,22,0,0,8,23873,13994,422,30,7890,99,4,20437,44,0,9925,6608,1587,17,0,0,0,16,17,0,0,16547,43,0,202,0
0,0,0,714,9,209,155,0,10,0,0,0,0,4807,1819,0,0,0,0,0,0,0,1,72,0,22,0,0,8,23873,13994,422,33,7890,99,4,20437,44,0,9925,6610,1589,17,0,0,0,16,17,0,0,16547,43,0,202,0
0,0,0,714,9,209,155,0,10,0,0,0,0,4807,1819,0,0,0,0,0,0,0,1,72,0,22,0,0,8,23873,13994,422,36,7890,99,4,20437,44,0,9925,6616,1594,17,0,0,0,16,17,0,0,16547,43,0,202,0
0,0,0,715,9,209,155,0,10,0,0,0,0,4809,1819,0,0,0,0,0,0,0,1,72,0,22,0,0,9,23874,13994,422,42,7891,99,4,20437,44,0,9925,6618,1597,17,0,0,0,16,17,0,0,16547,43,0,202,0
0,0,0,715,9,209,155,0,10,0,0,0,0,4809,1819,0,0,0,0,0,0,0,1,72,0,22,0,0,9,23874,13994,422,45,7891,99,4,20437,44,0,9925,6619,1598,17,0,0,0,16,17,0,0,16547,43,0,202,0
0,0,0,715,9,209,155,0,10,0,0,0,0,4809,1819,0,0,0,0,0,0,0,1,72,0,22,0,0,9,23874,13994,422,48,7891,99,4,20437,44,0,9925,6620,1599,17,0,0,0,16,17,0,0,16547,43,0,202,0
0,0,0,715,9,209,155,0,10,0,0,0,0,4828,1819,0,0,0,0,0,0,0,1,73,0,23,0,0,9,23875,13994,422,48,8036,99,4,20438,117,0,9925,6830,1611,17,0,0,0,16,17,0,0,16547,43,0,202,0
0,0,0,715,9,209,155,0,10,0,0,0,0,4828,1819,0,0,0,0,0,0,0,1,73,0,23,0,0,9,23875,13994,422,51,8036,99,4,20438,117,0,9925,6831,1612,17,0,0,0,16,17,0,0,16547,43,0,202,0
0,0,0,715,9,209,155,0,10,0,0,0,0,4828,1819,0,0,0,0,0,0,0,1,73,0,23,0,0,9,23875,13994,422,54,8036,99,4,20438,117,0,9925,6833,1614,17,0,0,0,16,17,0,0,16547,43,0,202,0
0,0,0,715,9,209,155,0,10,0,0,0,0,4828,1819,0,0,0,0,0,0,0,1,73,0,23,0,0,9,23875,13994,422,57,8036,99,4,20438,117,0,9925,6834,1615,17,0,0,0,16,17,0,0,16547,43,0,202,0
0,0,0,715,9,209,155,0,10,0,0,0,0,4828,1820,0,0,0,0,0,0,0,1,73,0,23,0,0,9,24238,13994,422,57,8037,100,6,20438,121,0,9927,6917,1694,17,0,0,0,16,17,0,0,16547,43,0,202,0
0,0,0,715,9,209,155,0,10,0,0,0,0,4828,1820,0,0,0,0,0,0,0,1,73,0,23,0,0,9,24239,13994,422,60,8038,100,6,20438,121,0,9927,6918,1696,17,0,0,0,16,17,0,0,16547,43,0,202,0
0,0,0,715,9,209,155,0,10,0,0,0,0,4828,1820,0,0,0,0,0,0,0,1,73,0,23,0,0,9,24239,13994,422,63,8038,100,6,20438,121,0,9927,6920,1698,17,0,0,0,16,17,0,0,16547,43,0,202,0
0,0,0,718,11,209,155,0,13,0,0,0,0,4940,1824,0,0,0,0,0,0,0,2,78,0,23,0,0,9,24239,13994,422,66,8393,112,6,20687,124,3,10335,6937,1740,17,0,0,0,16,17,0,0,16547,43,0,204,0
0,0,0,718,11,209,155,0,13,0,0,0,0,4940,1824,0,0,0,0,0,0,0,2,78,0,23,0,0,9,24239,13994,422,69,8393,112,6,20687,124,3,10335,6938,1741,17,0,0,0,16,17,0,0,16547,43,0,204,0
0,0,0,718,11,209,155,0,13,0,0,0,0,4940,1824,0,0,0,0,0,0,0,2,78,0,23,0,0,9,24239,13994,422,72,8393,112,6,20687,124,3,10335,6939,1742,17,0,0,0,16,17,0,0,16547,43,0,204,0
0,0,0,719,11,209,155,0,13,0,0,0,0,4942,1824,0,0,0,0,0,0,0,2,78,0,23,0,0,10,24239,13994,422,78,8393,112,6,20687,124,3,10335,6941,1744,17,0,0,0,16,17,0,0,16547,43,0,204,0
0,0,0,719,11,210,155,0,13,0,0,0,0,4942,1824,0,0,0,0,0,0,0,2,80,0,23,0,0,10,24240,13994,422,78,8393,112,6,20687,124,3,10335,7129,1757,17,0,0,0,16,18,0,0,16547,43,0,204,0
0,0,0,719,11,210,155,0,13,0,0,0,0,4943,1824,0,0,0,0,0,0,0,2,82,0,24,0,0,10,24240,13994,422,78,8579,119,6,20888,150,3,10591,7998,2507,17,0,0,0,16,18,0,0,16547,43,0,204,0
0,0,0,719,12,210,156,0,13,0,0,0,0,4944,1825,0,0,0,0,0,0,0,2,83,0,24,0,0,10,24240,13994,422,78,8764,119,6,20961,150,3,10803,8000,2513,17,0,0,0,16,18,0,0,16547,43,0,204,0
0,0,0,719,12,210,156,0,13,0,0,0,0,4945,1825,0,0,0,0,0,0,0,2,83,0,24,0,0,10,24240,13994,422,78,8765,119,6,20961,150,3,10806,8093,2530,17,0,0,0,16,18,0,0,16547,43,0,204,0
0,0,0,739,12,210,156,0,30,0,0,0,0,4950,1825,0,0,0,0,0,0,0,2,83,0,24,0,0,10,24240,13994,422,78,8765,119,6,20961,150,3,10806,8118,2577,17,0,0,0,16,18,0,0,16547,43,0,204,0
