01fdbedebf7e07758be8713502ecdc1e.json,NtReadFile,CreateActCtxW,SetFilePointer,SetUnhandledExceptionFilter,SetErrorMode,NtCreateFile,NtClose,GetSystemTimeAsFileTime,LdrLoadDll,GetFileAttributesW,CreateProcessInternalW
0,2,4,1,1,1,1,2,1,1,2,1
056ab8cb1536d2282d77f828a6eddfde.json,LdrUnloadDll,NtReadFile,CreateActCtxW,NtOpenKey,SetFilePointer,SetUnhandledExceptionFilter,SetErrorMode,NtCreateFile,NtClose,GetSystemTimeAsFileTime,LdrLoadDll,NtTerminateProcess,GetFileAttributesW,CreateProcessInternalW,NtQueryValueKey
0,1,2,4,1,1,1,1,1,6,1,1,3,2,1,1
05c31275bc486c2e4f5f6efe2cf5f41a.json,NtReadFile,CreateActCtxW,SetFilePointer,SetUnhandledExceptionFilter,SetErrorMode,NtCreateFile,NtClose,GetSystemTimeAsFileTime,LdrLoadDll,GetFileAttributesW,CreateProcessInternalW
0,2,4,1,1,1,1,2,1,1,2,1
07629d3dcca38d71958beb71e49d6ecb.json,LdrUnloadDll,NtReadFile,CreateActCtxW,NtOpenKey,SetFilePointer,SetUnhandledExceptionFilter,SetErrorMode,NtCreateFile,NtClose,GetSystemTimeAsFileTime,LdrLoadDll,NtTerminateProcess,GetFileAttributesW,CreateProcessInternalW,NtQueryValueKey
0,1,2,4,1,1,1,1,1,6,1,1,3,2,1,1
07f76f58c3dab31eacd90c2146ac5497.json,LdrUnloadDll,NtReadFile,CreateActCtxW,NtOpenKey,SetFilePointer,SetUnhandledExceptionFilter,SetErrorMode,NtCreateFile,NtClose,GetSystemTimeAsFileTime,LdrLoadDll,NtTerminateProcess,GetFileAttributesW,CreateProcessInternalW,NtQueryValueKey
0,1,2,4,1,1,1,1,1,6,1,1,3,2,1,1
081953dd0232d6212b345d063b1170ff.json,LdrUnloadDll,NtReadFile,CreateActCtxW,NtOpenKey,SetFilePointer,SetUnhandledExceptionFilter,SetErrorMode,NtCreateFile,NtClose,GetSystemTimeAsFileTime,LdrLoadDll,NtTerminateProcess,GetFileAttributesW,CreateProcessInternalW,NtQueryValueKey
0,1,2,4,1,1,1,1,1,6,1,1,3,2,1,1
08bfad532da21f4c5739db0fbdd0ad0f.json,NtReadFile,CreateActCtxW,SetFilePointer,SetUnhandledExceptionFilter,SetErrorMode,NtCreateFile,NtClose,GetSystemTimeAsFileTime,LdrLoadDll,GetFileAttributesW,CreateProcessInternalW
0,2,4,1,1,1,1,2,1,1,2,1
0ab20e599b5d000134e809e1aeb44149.json,NtReadFile,CreateActCtxW,SetFilePointer,SetUnhandledExceptionFilter,SetErrorMode,NtCreateFile,NtClose,GetSystemTimeAsFileTime,LdrLoadDll,GetFileAttributesW,CreateProcessInternalW
0,2,4,1,1,1,1,2,1,1,2,1
