CreateThread,CreateRemoteThread,NtResumeThread,NtGetContextThread,NtSetContextThread,CreateProcessInternalW,NtOpenProcess,Process32NextW,Process32FirstW,NtTerminateProcess
14,0,9,0,0,2,11,0,0,5
23,0,16,0,0,4,19,0,0,8
47,0,34,1,1,6,38,0,0,11
55,0,37,2,2,7,57,0,0,14
63,0,41,4,4,9,101,0,0,20
73,0,50,4,4,11,111,0,0,23
87,0,59,4,4,13,122,0,0,28
96,0,63,6,6,15,170,0,0,34
106,0,72,6,6,17,180,0,0,37
114,0,75,7,7,18,198,0,0,40
