fc,fr,fs,cr,cs,rs,fp,cp,rp,sp,label
-0.106421747,-0.057200056,0.302563725,-0.152087234,-0.0575208,0.393702607,-0.166199053,-0.09157077,0.652323237,-0.108624955,Locky
-0.106511851,-0.061588573,0.300333646,-0.152400388,-0.058370598,0.388501794,-0.168551421,-0.092394598,0.655563228,-0.109505632,Locky
0,-0.00969462,-0.173037404,0,0,-0.167100647,-0.086172221,0,0.32329962,-0.109153808,Bengin
-0.096329564,-0.179392809,-0.069286997,-0.115911239,-0.062335833,0.56393268,-0.168407233,-0.048517414,0.499657003,-0.115872809,Cerber
-0.107071682,-0.215404444,-0.074669831,-0.126962684,-0.0628751,0.590395008,-0.191654084,-0.038000824,0.560703589,-0.116069232,Cerber
0.042817083,-0.002416201,-0.074993132,-0.141686339,-0.062497683,-0.012348537,-0.138253411,-0.090833295,0.643578383,-0.073108976,Bengin
-0.106489475,-0.061751584,0.300301742,-0.152419787,-0.058370598,0.388197591,-0.168581785,-0.092398627,0.655593514,-0.109512049,Locky
-0.052592263,0.149382757,-0.088164602,-0.143287652,-0.062543451,-0.006571878,-0.126028649,-0.085796887,0.487836995,-0.074690548,Bengin
0.049519559,-0.023117573,-0.075109683,-0.137010309,-0.062497683,-0.010724221,-0.138975283,-0.090761596,0.651925676,-0.073289206,Bengin
-0.056480251,0.285496816,-0.158514779,-0.144310916,-0.059899064,0.008914654,-0.097696779,-0.064406303,0.274641997,-0.083115023,Reveton
-0.095871952,-0.202019707,-0.063936279,-0.131511241,-0.063048477,0.589409245,-0.169327468,-0.042048719,0.550295707,-0.116019362,Cerber
-0.083975305,-0.168051563,0.253614654,-0.126707198,-0.061111041,0.033742899,-0.105403527,-0.062634228,0.114517938,-0.06480286,Locky
-0.096530696,-0.212999506,-0.070017316,-0.136487892,-0.062266833,0.553856906,-0.170020477,-0.044774774,0.470005448,-0.116187719,Cerber
-0.106167462,-0.207881621,-0.072885023,-0.124106753,-0.062798512,0.608489282,-0.192208066,-0.035194938,0.556074137,-0.11683686,Cerber
-0.083859423,-0.167930668,0.252974017,-0.127051262,-0.059827817,0.038663159,-0.105629437,-0.062739629,0.118768008,-0.065012917,Locky
-0.083595245,-0.144399161,-0.065148575,-0.113554805,-0.062307716,0.62986071,-0.129637446,-0.058911707,0.396928186,-0.104134566,Cerber
-0.106674459,-0.210320731,-0.07375977,-0.125399348,-0.062826499,0.605516583,-0.191955617,-0.036891936,0.553849489,-0.116556175,Cerber
-0.097118608,-0.140817171,0.286859303,-0.143847717,-0.066736221,0.161706611,-0.136563118,-0.074429407,0.646248793,-0.086129954,Locky
-0.094858792,-0.200536607,-0.063499261,-0.131772032,-0.063060125,0.586539317,-0.169110844,-0.042929143,0.54378324,-0.116866264,Cerber
0,-0.161775493,0,0,0,0,-0.079281746,0,0.311067432,0,Locky
-0.097298007,-0.213951988,-0.070393534,-0.137896369,-0.062276098,0.552948955,-0.171281932,-0.044978133,0.457861011,-0.115962201,Cerber
-0.096530646,-0.213230996,-0.070018399,-0.136478096,-0.062266833,0.552875492,-0.170186576,-0.045141076,0.469171451,-0.116225675,Cerber
0.999323352,-0.142138972,0,-0.13659254,0,0,-0.029047861,-0.02343143,0.212179863,0,Cryptolocker
-0.054195994,0.235170317,-0.153625275,-0.142315254,-0.055126809,0.034094287,-0.099429161,-0.064453717,0.184500384,-0.07848385,Reveton
-0.057224233,0.148233998,-0.073656717,-0.143413922,-0.062575554,-0.00850253,-0.128885284,-0.085747165,0.501459704,-0.074876002,Bengin
-0.083851328,-0.167871007,0.253106259,-0.12690824,-0.059827817,0.038228996,-0.105488372,-0.062660584,0.117993197,-0.06493416,Locky
-0.052941259,0.294675169,-0.153177979,-0.141381905,-0.066711654,-0.042678864,-0.113410049,-0.07191858,0.389508097,-0.08820296,Reveton
0.079997491,-0.119697064,-0.218927306,-0.071869718,0.078112692,-0.171060999,-0.234178305,0.026802928,0.838153092,-0.150043714,CryptoWall
0.756964333,-0.225717034,-0.104947983,-0.143299199,-0.064857647,-0.141477436,-0.132754787,-0.025468295,0.475683612,-0.07088683,Jigsaw
-0.108325212,-0.220525212,-0.074840985,-0.129359904,-0.062928032,0.595795669,-0.191460162,-0.038497057,0.564990241,-0.115005954,Cerber
-0.106478378,-0.061782516,0.300294453,-0.15242234,-0.058370598,0.388140203,-0.168592509,-0.092398093,0.655606067,-0.109512394,Locky
-0.081930203,-0.161715152,0.248654529,-0.121121687,-0.061111041,0.006841761,-0.10214949,-0.062869579,0.080788107,-0.064531931,Locky
-0.106489595,-0.061700877,0.300313292,-0.152415051,-0.058370598,0.388298047,-0.168574562,-0.092394545,0.655576194,-0.109507456,Locky
-0.096799688,-0.202390139,-0.066595975,-0.130086655,-0.063007648,0.597162041,-0.172905055,-0.040434028,0.552438237,-0.115776555,Cerber
-0.062924544,0.163601196,-0.093700963,-0.110500561,0.432873368,0.089206217,-0.105684041,-0.064526041,-0.093403639,-0.150117173,Genasom
-0.095674794,-0.210170244,-0.072054905,-0.134314116,-0.06225028,0.570070558,-0.169405957,-0.04429797,0.496332927,-0.116500547,Cerber
0,-0.160832689,0,0,0,0,-0.079010475,0,0.392154607,0,Locky
-0.103469606,-0.105920037,0.300835889,-0.151484286,-0.062222124,0.281156511,-0.158936797,-0.085260845,0.634102027,-0.100646967,Locky
0.080440099,-0.093057376,-0.19974196,-0.133153762,0.057707949,-0.175079869,-0.222538134,0.055805698,0.554470769,-0.154895936,CryptoWall
-0.097079784,-0.140562352,0.286556488,-0.143910372,-0.065888792,0.163114927,-0.136589499,-0.074430828,0.644999335,-0.086242955,Locky
0.086051209,-0.084478514,-0.046740047,-0.131275456,-0.062501011,0.050212679,-0.140593925,-0.092276643,0.712400618,-0.072134872,Bengin
-0.055437314,0.289084087,-0.152468714,-0.143588626,-0.06342818,-0.014382843,-0.099506492,-0.064462586,0.309228401,-0.077793953,Reveton
-0.056792384,0.150871574,-0.073253551,-0.143433648,-0.062575554,-0.008399308,-0.1283153,-0.085757276,0.500890185,-0.074821733,Bengin
-0.108265157,-0.220068319,-0.075632513,-0.129069614,-0.062971673,0.598424349,-0.193863375,-0.039018507,0.558840217,-0.116211895,Cerber
-0.009815098,-0.115960063,-0.202604605,-0.12630253,0.178686684,-0.180300057,-0.093876245,-0.062353147,0.562033602,-0.15161981,TeslaCrypt
-0.091867607,-0.147218229,0.27211968,-0.141548029,-0.066736221,0.118895984,-0.132654885,-0.074388638,0.666919292,-0.085620126,Locky
-0.106520443,-0.069764435,0.29777759,-0.152525947,-0.058370598,0.37487295,-0.169090253,-0.092438603,0.661181766,-0.109494761,Locky
-0.018721817,-0.118175366,-0.20075583,-0.125416541,0.177670703,-0.178553654,-0.089367854,-0.062326973,0.565342979,-0.155124338,TeslaCrypt
-0.052704694,0.296930527,-0.15322948,-0.140906683,-0.067355641,-0.047867742,-0.114416825,-0.071855414,0.38898749,-0.087529205,Reveton
-0.095644785,-0.201805859,-0.06422497,-0.13161802,-0.063128256,0.588014655,-0.173915742,-0.042207748,0.525600056,-0.118960195,Cerber
-0.086680509,-0.135734347,-0.067716944,-0.102924525,-0.062139605,0.811119182,-0.117537992,-0.060457064,0.148035838,-0.08782014,Cerber
-0.087188189,-0.155147426,-0.071983084,-0.103998935,-0.062214195,0.58063709,-0.142614091,-0.065649989,0.529480878,-0.112570022,Cerber
0.773091353,-0.209510802,0,-0.125611321,0,0,-0.220841777,-0.064175561,0.504346558,0,Jigsaw
-0.098196558,-0.179436158,-0.070664882,-0.114669622,-0.062295697,0.541345986,-0.167480486,-0.051493982,0.459395373,-0.113858598,Cerber
0,0.122834692,-0.071469285,0,0,0.058638023,-0.101489536,0,-0.096465559,-0.143254736,Genasom
-0.056430545,0.29215156,-0.158588561,-0.144309033,-0.059899064,0.005125693,-0.097793315,-0.06441961,0.27611467,-0.083152928,Reveton
0.046753564,-0.040500553,-0.075272069,-0.132833121,-0.062498238,0.015242973,-0.136085727,-0.090719347,0.652689429,-0.073333263,Bengin
-0.045200317,0.282367835,-0.155484127,-0.141196975,-0.067291769,-0.071133799,-0.117057138,-0.071155043,0.468240488,-0.085045628,Reveton
0,-0.054975301,-0.095125113,0,0,-0.085241343,-0.114447076,0,0.382444976,-0.074196501,Bengin
-0.098451021,-0.136890718,0.290624166,-0.145748729,-0.065041178,0.17967987,-0.137710904,-0.07454498,0.635971512,-0.086544096,Locky
-0.052592263,0.150530048,-0.088164602,-0.143088923,-0.062543451,-0.005875006,-0.126017907,-0.08579058,0.48500226,-0.074684465,Bengin
-0.103469594,-0.105875102,0.30085363,-0.151483051,-0.062222124,0.281255009,-0.1589259,-0.085254703,0.634086426,-0.100640036,Locky
0,-0.051189078,-0.163233277,0,0,-0.174618039,-0.07189569,0,0.317132098,-0.109321453,Bengin
-0.052583096,0.294440282,-0.15256591,-0.140982301,-0.066981319,-0.045847873,-0.114339169,-0.071875508,0.387211823,-0.087080046,Reveton
0.036699162,0.092199786,-0.077897834,-0.140558743,-0.062591443,-0.0142511,-0.133704684,-0.085351169,0.513806363,-0.074867493,Bengin
-0.030308137,-0.074718071,-0.093392045,-0.137369572,-0.062535461,-0.024626881,-0.107576193,-0.088895632,0.476796034,-0.07458078,Bengin
-0.056412201,0.152101154,-0.07288489,-0.143431905,-0.062575554,-0.008428022,-0.127827381,-0.085744701,0.500907234,-0.07480938,Bengin
-0.1058735,-0.093505723,0.286339756,-0.152706819,-0.060379311,0.338787808,-0.17233752,-0.092584165,0.672337734,-0.109699547,Locky
-0.105535563,-0.206714391,-0.072709327,-0.121876126,-0.062770219,0.602386931,-0.191789712,-0.034196413,0.560639262,-0.117551917,Cerber
-0.003779797,-0.108896438,-0.204789419,-0.126072822,0.186445808,-0.181028382,-0.097466953,-0.062362599,0.560990148,-0.149705058,TeslaCrypt
-0.056243215,0.215864568,-0.159491206,-0.138941958,-0.040265864,0.090975793,-0.097305676,-0.064313873,0.054317115,-0.083722851,Reveton
0.212941556,-0.186956846,-0.085236117,-0.142258723,-0.064857647,-0.140587486,-0.149857635,-0.028175135,0.454154093,-0.093316318,Jigsaw
-0.090967129,-0.148559499,0,-0.111504653,0,0,-0.091083777,-0.062878962,0.017458172,0,Locky
-0.064133572,0.181777638,-0.091371667,-0.111283126,0.396456017,0.10691089,-0.106458607,-0.064511142,-0.093326971,-0.149957941,Genasom
0.092625125,-0.08186033,-0.044526696,-0.13051514,-0.062499348,0.050906872,-0.138388293,-0.091990534,0.692218077,-0.072392806,Bengin
-0.030284365,-0.074350793,-0.09339368,-0.137295269,-0.062535461,-0.024973722,-0.107557059,-0.088887948,0.475750807,-0.074573403,Bengin
-0.104833192,-0.110563937,0.280450916,-0.151926255,-0.062222124,0.295638438,-0.169012526,-0.091068889,0.682832853,-0.107425285,Locky
-0.106511851,-0.061588573,0.300333646,-0.152400388,-0.058370598,0.388501794,-0.168554947,-0.092400753,0.655557017,-0.109519339,Locky
-0.095681791,-0.209681388,-0.072014158,-0.133426887,-0.062246621,0.562551128,-0.169863402,-0.043849881,0.507435584,-0.116811767,Cerber
-0.095850577,-0.20385842,-0.064644982,-0.132422985,-0.063165625,0.581985994,-0.174866535,-0.043038309,0.518847153,-0.119632899,Cerber
-0.100146019,-0.156808787,-0.080879446,-0.101917091,-0.062300574,0.79369367,-0.12398501,-0.062601048,0.171267825,-0.082376651,Cerber
-0.091864392,-0.14712492,0.272212668,-0.141550918,-0.066736221,0.11910473,-0.132633566,-0.074375943,0.667027579,-0.085605766,Locky
0.07504189,-0.100863516,-0.225180421,-0.080438862,0.082473874,-0.185241428,-0.240806775,0.022192958,0.791128527,-0.156329757,CryptoWall
-0.051065703,0.167929546,-0.087317267,-0.142359471,-0.062539479,-0.006616266,-0.12547075,-0.086076205,0.476713381,-0.07452876,Bengin
0.817380676,-0.207422128,0,-0.132499456,0,0,-0.226273742,-0.083109471,0.636121967,0,Jigsaw
-0.106582599,-0.042710865,0.305186716,-0.151093432,-0.056564561,0.419987182,-0.163772956,-0.090514068,0.638592436,-0.107485228,Locky
-0.10640475,-0.054647189,0.303558663,-0.151743462,-0.056554873,0.396792249,-0.166084063,-0.091560081,0.649695803,-0.108814041,Locky
0.762464556,-0.209864798,0,-0.125344032,0,0,-0.220705118,-0.061320677,0.495190837,0,Jigsaw
-0.044372341,0.282713083,-0.155802859,-0.141240634,-0.067109519,-0.073538666,-0.116334363,-0.070713942,0.469799582,-0.084604842,Reveton
-0.083973955,-0.168039515,0.253636792,-0.12670309,-0.061111041,0.033754157,-0.105380002,-0.062621049,0.11449093,-0.06478972,Locky
0.051121734,-0.016507234,-0.076414771,-0.138340726,-0.062497683,-0.014232751,-0.138768337,-0.090777135,0.650218698,-0.073203879,Bengin
-0.096843873,-0.205371196,-0.064568415,-0.133268622,-0.063278066,0.57413883,-0.175106012,-0.044496076,0.516850115,-0.119867533,Cerber
0.082691193,-0.113751665,-0.221471736,-0.080007593,0.071559428,-0.17238374,-0.25005478,0.031028632,0.783800844,-0.141736985,CryptoWall
-0.018706542,-0.118418813,-0.201023919,-0.125434666,0.178512348,-0.178554752,-0.089336467,-0.062327537,0.565609835,-0.155388978,TeslaCrypt
0.091621817,-0.081906617,-0.045268767,-0.130899732,-0.062501011,0.047171038,-0.139215065,-0.091988956,0.697711928,-0.072433857,Bengin
-0.090711545,-0.148790602,-0.118211263,-0.111838268,0.946841983,-0.144530263,-0.091441002,-0.062740983,0.020166244,-0.079937325,Locky
-0.103469585,-0.105845551,0.300865457,-0.151482214,-0.062222124,0.2813194,-0.158918634,-0.085250608,0.634076472,-0.100635415,Locky
-0.106385256,-0.040763164,0.30466462,-0.15089235,-0.05570343,0.424862798,-0.164018822,-0.090489343,0.640304296,-0.107799403,Locky
-0.107417963,-0.216661048,-0.074891074,-0.127653077,-0.062890824,0.586558651,-0.190533332,-0.037217429,0.564840226,-0.115199587,Cerber
0.049852856,-0.023070246,-0.076383905,-0.137093351,-0.062497683,-0.011908181,-0.138803362,-0.090766104,0.651819509,-0.073277789,Bengin
-0.101294783,-0.117503821,0.29549693,-0.150997964,-0.065041178,0.246056546,-0.157084898,-0.085231184,0.656035963,-0.099088286,Locky
-0.099019201,-0.129478941,0.285910463,-0.147005164,-0.065041178,0.208583713,-0.13824618,-0.074538421,0.627034122,-0.086557773,Locky
-0.054282227,0.293539391,-0.15146332,-0.143162432,-0.06573403,-0.030755631,-0.111135603,-0.07191852,0.389610687,-0.088361408,Reveton
-0.096723922,-0.179343676,-0.069796861,-0.116008517,-0.062357088,0.579572055,-0.169289466,-0.050684252,0.453765831,-0.114689946,Cerber
-0.096419729,-0.204263661,-0.066800556,-0.130617725,-0.063018682,0.580695311,-0.17246555,-0.041367844,0.560852187,-0.116392831,Cerber
-0.095949245,-0.20147058,-0.064081435,-0.13148472,-0.06305632,0.595155538,-0.171115215,-0.042566487,0.53907508,-0.116732601,Cerber
-0.05225479,-0.049237192,-0.096188784,-0.128074975,-0.062587776,-0.05177927,-0.108584575,-0.088947153,0.391525472,-0.074457526,Bengin
0.050216327,-0.022370625,-0.076113278,-0.137093351,-0.062497683,-0.011908181,-0.138394415,-0.090775851,0.651844997,-0.073255975,Bengin
-0.095684645,-0.201435564,-0.064313504,-0.131240701,-0.063133869,0.58873032,-0.174931153,-0.04213267,0.521322617,-0.119425933,Cerber
-0.097207095,-0.179088058,-0.07020049,-0.115607429,-0.062348086,0.564641046,-0.168000958,-0.050172399,0.480422985,-0.114969333,Cerber
-0.105952986,-0.082259261,0.287149358,-0.152819148,-0.059394882,0.364751136,-0.171012468,-0.092049756,0.652024845,-0.108679453,Locky
-0.108324322,-0.219983597,-0.074822549,-0.129271671,-0.062928032,0.599470166,-0.191073536,-0.038207964,0.562517348,-0.114772895,Cerber
-0.085296389,-0.16786643,0.253610502,-0.126526643,-0.061111041,0.033383795,-0.105139191,-0.062655177,0.114113871,-0.064718614,Locky
-0.095818711,-0.202075392,-0.064810851,-0.131385645,-0.063035805,0.596171028,-0.169575663,-0.041820879,0.546236671,-0.115840839,Cerber
-0.095869297,-0.201406086,-0.063894985,-0.131380981,-0.063046026,0.594344663,-0.169114501,-0.041853965,0.547077149,-0.115766934,Cerber
0.962790712,-0.153597044,-0.1559009,-0.10620467,-0.115727512,-0.119490612,-0.113806662,-0.036214708,0.598063766,0.339136873,Petya
-0.106385211,-0.040786456,0.30465972,-0.150895173,-0.05570343,0.424819903,-0.16402188,-0.090491056,0.640312689,-0.107801321,Locky
-0.027183924,-0.12445579,-0.193314108,-0.126718116,0.154043184,-0.180807462,-0.085042899,-0.06231494,0.568884329,-0.153722523,TeslaCrypt
-0.085908689,-0.160041684,-0.072814092,-0.108572496,-0.062241899,0.655128718,-0.142087646,-0.056998537,0.361977346,-0.106564617,Cerber
-0.095514363,-0.210959864,-0.072262908,-0.134379222,-0.062246982,0.567130613,-0.170063807,-0.044222876,0.495601415,-0.116691187,Cerber
-0.045905175,0.278300144,-0.155836605,-0.141288274,-0.068202074,-0.071144282,-0.116480182,-0.071397497,0.497974545,-0.086431597,Reveton
-0.063793092,-0.106105727,0,-0.10746047,0,0,-0.068040837,-0.063848539,0.371795886,0,TeslaCrypt
-0.064460416,0.16972478,-0.086115708,-0.140611774,-0.062539479,0.006532693,-0.126945602,-0.086364288,0.47449045,-0.074494778,Bengin
-0.052174063,-0.046475756,-0.096276697,-0.126736833,-0.062587776,-0.055293483,-0.108863398,-0.089079203,0.387914976,-0.074368394,Bengin
-0.106300093,-0.040293236,0.305312892,-0.150826969,-0.055123637,0.424148017,-0.163950462,-0.090452252,0.640666749,-0.107892982,Locky
0,-0.124548078,-0.087166151,0,0,-0.112195958,-0.137733324,0,-0.050800451,0.352387204,Petya
-0.015979677,-0.115984265,-0.202893416,-0.125788457,0.175174964,-0.177352992,-0.091201742,-0.062339341,0.564387811,-0.154317213,TeslaCrypt
-0.097033773,-0.140613339,0.286527292,-0.143903335,-0.065888792,0.162990781,-0.136610896,-0.074428021,0.64496621,-0.086242005,Locky
-0.090962003,-0.142438939,-0.072324269,-0.103101249,-0.06223601,0.812519048,-0.120799794,-0.060853302,0.162639166,-0.086970375,Cerber
-0.106210269,-0.038507727,0.305442781,-0.150488606,-0.046156962,0.424250906,-0.163782543,-0.090430905,0.63887186,-0.109008032,Locky
-0.106500752,-0.061635449,0.300326357,-0.15240656,-0.058370598,0.388417746,-0.168561186,-0.092393552,0.655570698,-0.109505396,Locky
0.04981395,-0.02217571,-0.07623054,-0.137065764,-0.062497683,-0.012891456,-0.138331074,-0.090768431,0.651874643,-0.07324874,Bengin
-0.050538876,-0.127048724,-0.185859981,-0.124585698,0.193071807,-0.175373292,-0.071050619,-0.062361803,0.602798765,-0.169733335,TeslaCrypt
-0.047607949,0.281842819,-0.154366998,-0.141456093,-0.06783338,-0.062981995,-0.116011412,-0.071255022,0.454079778,-0.085610928,Reveton
-0.031376989,-0.07414395,-0.093692513,-0.137162603,-0.062535461,-0.026648784,-0.107352473,-0.088862328,0.475433145,-0.074548746,Bengin
-0.096764466,-0.212894152,-0.07050079,-0.136399064,-0.062270214,0.557485728,-0.169903192,-0.044905257,0.46757117,-0.116168439,Cerber
-0.096844845,-0.20535991,-0.064141904,-0.133432452,-0.063190984,0.57495211,-0.175385187,-0.043493528,0.518074271,-0.119601164,Cerber
0.08086153,-0.101620895,-0.224463393,-0.080527749,0.082473874,-0.185068027,-0.233319251,0.023287811,0.812706466,-0.156005313,CryptoWall
-0.052938096,0.294695405,-0.153175314,-0.141378625,-0.066711654,-0.042715795,-0.113402404,-0.071922937,0.38948136,-0.088208961,Reveton
-0.106929249,-0.215043242,-0.074594589,-0.126912471,-0.062868794,0.591248471,-0.191778888,-0.038084099,0.560208583,-0.116196838,Cerber
-0.051561645,0.158689923,-0.08736291,-0.14279934,-0.062539479,-0.006610327,-0.125529039,-0.086049222,0.483394119,-0.074609803,Bengin
-0.095871735,-0.202106899,-0.063936693,-0.13146055,-0.063048477,0.589226463,-0.169492947,-0.042285337,0.54993916,-0.11608493,Cerber
-0.09542373,-0.201222731,-0.064140192,-0.131516746,-0.063119053,0.589650762,-0.174117913,-0.042580934,0.523897304,-0.119169992,Cerber
-0.054277545,0.231633738,-0.153574193,-0.142103805,-0.055126809,0.039026782,-0.099668636,-0.064523273,0.174097039,-0.078590459,Reveton
-0.105272757,-0.100904849,0.284559698,-0.152494967,-0.061228448,0.319128938,-0.171051476,-0.09264302,0.678175379,-0.109404378,Locky
-0.096145719,-0.162014124,-0.071179763,-0.10616765,-0.062119547,0.608430311,-0.155401341,-0.063352152,0.520761365,-0.112912576,Cerber
-0.106328664,-0.077064824,0.293097309,-0.152573267,-0.058370598,0.365989059,-0.170492217,-0.091990387,0.656843754,-0.109073796,Locky
-0.054037732,-0.136020852,-0.182163086,-0.134585851,0.170789454,-0.202755862,-0.069721321,-0.062374498,0.529814702,-0.16933298,TeslaCrypt
-0.052939678,0.294685287,-0.153176647,-0.141380265,-0.066711654,-0.042697329,-0.113406072,-0.071920647,0.389493896,-0.088205779,Reveton
0.962480397,-0.15359432,-0.156133946,-0.10622598,-0.115727512,-0.118999718,-0.102868089,-0.022986861,0.564897681,0.389044375,Petya
-0.081980616,-0.161639043,0.248940713,-0.121089384,-0.061680178,0.004609263,-0.102043707,-0.062829321,0.078758735,-0.064443817,Locky
-0.106830972,-0.214175004,-0.074568735,-0.126359362,-0.062862583,0.586160928,-0.191621171,-0.037866027,0.567595589,-0.116353307,Cerber
-0.098488809,-0.137154875,0.290888427,-0.1458849,-0.065888792,0.178312816,-0.137710249,-0.074540753,0.637293069,-0.086446704,Locky
-0.106542378,-0.209939843,-0.073686949,-0.125318574,-0.062822593,0.606383097,-0.192015073,-0.036867933,0.553232395,-0.116645069,Cerber
0.043174517,-0.001545659,-0.074961177,-0.141721733,-0.062497683,-0.012558849,-0.137810353,-0.090836913,0.643497787,-0.073065249,Bengin
-0.023467671,-0.123292482,-0.195624348,-0.12707711,0.156891715,-0.183702274,-0.087103088,-0.062325128,0.564493115,-0.152856255,TeslaCrypt
-0.106931998,-0.210934255,-0.073964488,-0.125464982,-0.062833391,0.603729654,-0.191396356,-0.036294045,0.555926166,-0.116109354,Cerber
-0.097604435,-0.214519488,-0.070673837,-0.137976266,-0.062279564,0.553848604,-0.171145068,-0.045044834,0.456380223,-0.115658808,Cerber
0.086185205,-0.082165484,-0.046684318,-0.132522409,-0.062501011,0.043823319,-0.141097061,-0.092276349,0.712042372,-0.07213292,Bengin
-0.105273445,-0.100963809,0.284554763,-0.152496874,-0.061228448,0.318981892,-0.171082949,-0.092634644,0.678191148,-0.109423046,Locky
-0.106520143,-0.069758366,0.297774848,-0.152525222,-0.058370598,0.374888217,-0.1690832,-0.092442713,0.661175926,-0.109490769,Locky
0.888985969,-0.139525233,0,-0.101362732,0,0,-0.036051728,0.005612351,-0.04200155,0,CryptoWall
-0.016129742,-0.11684962,-0.202096275,-0.125384126,0.175587902,-0.178450871,-0.090730085,-0.062337281,0.56498857,-0.154446237,TeslaCrypt
-0.056333445,0.169773357,-0.214214439,-0.135546257,0.11131474,0.294693406,-0.097710883,-0.06466406,-0.012641344,-0.150852196,Reveton
-0.108397876,-0.219826812,-0.074919602,-0.128784183,-0.062928032,0.597296035,-0.193700613,-0.03833411,0.561132016,-0.11600066,Cerber
-0.056403416,0.15363952,-0.072877203,-0.143400478,-0.062575554,-0.009111155,-0.127907316,-0.085733507,0.499959182,-0.074797683,Bengin
-0.096447032,-0.21150332,-0.070306977,-0.135288231,-0.062266419,0.563296893,-0.169535368,-0.044036561,0.467823949,-0.116104909,Cerber
-0.106245629,-0.038045543,0.306173942,-0.150462191,-0.054021591,0.426360482,-0.163756361,-0.090434009,0.638762113,-0.108095076,Locky
-0.097599807,-0.216189158,-0.07066595,-0.139086134,-0.062281714,0.551248954,-0.171081838,-0.046069759,0.442162358,-0.115608818,Cerber
-0.045943908,0.281173698,-0.156318272,-0.141005509,-0.067961119,-0.071788925,-0.11694124,-0.071375915,0.490334501,-0.086426009,Reveton
-0.095355714,-0.207583144,-0.069511339,-0.133600103,-0.062258164,0.559150313,-0.168982865,-0.0438012,0.490940715,-0.117000559,Cerber
0.076784977,-0.130886202,-0.216239777,-0.096314319,0.077581383,-0.165571392,-0.230738026,0.052608354,0.820951959,-0.139237292,CryptoWall
-0.106425057,-0.054615061,0.303566733,-0.151740517,-0.056554873,0.39684578,-0.166070665,-0.091559651,0.64968397,-0.108812872,Locky
-0.068245002,-0.151807097,0.203805983,-0.115300086,-0.061680178,-0.022542557,-0.094485444,-0.062993922,0.04514474,-0.064192634,Locky
-0.098013502,-0.215047587,-0.06843644,-0.138552915,-0.062281714,0.532313651,-0.171771288,-0.046946124,0.435696692,-0.116536214,Cerber
-0.108342913,-0.219263512,-0.075167525,-0.128597059,-0.062911496,0.601868324,-0.191391,-0.037964788,0.560728831,-0.11531718,Cerber
-0.105883712,-0.083182112,0.286256756,-0.152892307,-0.060244227,0.364356948,-0.169350782,-0.090595804,0.640190544,-0.106942837,Locky
-0.032415165,-0.079915721,-0.092995675,-0.137879367,-0.062535461,-0.02280952,-0.110137312,-0.088798085,0.480658352,-0.074791142,Bengin
-0.106260725,-0.041086891,0.304579336,-0.150860407,-0.055123637,0.424137872,-0.164066223,-0.090474814,0.640359944,-0.107875284,Locky
0.080038984,-0.107247089,-0.227663465,-0.080560125,0.085203172,-0.184044091,-0.24577816,0.036887398,0.784561001,-0.149759092,CryptoWall
-0.096447032,-0.21150332,-0.070306977,-0.135288231,-0.062266419,0.563296893,-0.169546491,-0.0440442,0.467799875,-0.116111601,Cerber
-0.106436048,-0.05472457,0.303780838,-0.151929892,-0.0575208,0.396746862,-0.166068949,-0.091557788,0.650280397,-0.108640999,Locky
-0.090694371,-0.148816268,-0.118189446,-0.111672165,0.946841983,-0.144316387,-0.091279237,-0.062864867,0.019514162,-0.080132523,Locky
-0.052607558,0.296083143,-0.152594822,-0.140983074,-0.066981319,-0.047126676,-0.114354826,-0.071878907,0.38782468,-0.087086395,Reveton
0.046786279,-0.040010426,-0.075265172,-0.133058032,-0.062498238,0.015096778,-0.136142193,-0.090728463,0.652824434,-0.07332257,Bengin
-0.044102027,0.278775557,-0.155596652,-0.141320644,-0.067291769,-0.072680841,-0.117299101,-0.071223842,0.485029588,-0.085189215,Reveton
-0.10637203,-0.04074159,0.304587119,-0.150821639,-0.055123637,0.424877823,-0.164037004,-0.090485377,0.64004955,-0.10786553,Locky
0.988893685,-0.115652938,-0.09124198,-0.135504644,-0.072118861,0.107583247,-0.108896662,-0.085585875,0.328108476,-0.098936069,Cryptolocker
-0.04880207,0.284041593,-0.153861008,-0.141623462,-0.067986249,-0.062714809,-0.11486076,-0.071344973,0.463232654,-0.086284264,Reveton
0.041349493,-0.046642555,-0.074997535,-0.132572343,-0.062498238,0.015020083,-0.134494338,-0.090765639,0.654108516,-0.073341882,Bengin
-0.102803548,-0.108098913,0.300207589,-0.150941531,-0.062222124,0.273056006,-0.158095592,-0.085201035,0.638296729,-0.100505283,Locky
-0.10643544,-0.208000767,-0.073042289,-0.124275824,-0.062805588,0.609120294,-0.193040434,-0.035489973,0.553639401,-0.117214654,Cerber
0,0.005843656,0,0,0,0,0.010393154,0,0.17263973,0,Cerber
0,0.197856987,-0.031988114,0,0,0.047604631,-0.104038576,0,-0.097173883,-0.142194161,Genasom
-0.096110609,-0.2029495,-0.066654604,-0.13029753,-0.063012811,0.585920603,-0.172570873,-0.04117136,0.557870192,-0.116503072,Cerber
0.049751424,-0.023557567,-0.076381937,-0.13696155,-0.062497683,-0.011865636,-0.138785104,-0.09077017,0.651970241,-0.073281969,Bengin
0.046753564,-0.040637417,-0.075272069,-0.132770385,-0.062498238,0.015250686,-0.136085727,-0.090719347,0.652674115,-0.073333263,Bengin
