fc,fr,fs,cr,cs,rs,fp,cp,rp,sp,label
-0.051065703,0.167993354,-0.087317267,-0.14234231,-0.062539479,-0.006829906,-0.125438128,-0.086056889,0.476706712,-0.074510143,Bengin
-0.107980582,-0.219335522,-0.074606735,-0.128697581,-0.062915705,0.598387823,-0.191258391,-0.037705291,0.563338907,-0.115175555,Cerber
-0.107059584,-0.211347517,-0.074068853,-0.125551991,-0.062836102,0.602770863,-0.19124709,-0.036211577,0.556779011,-0.115972967,Cerber
-0.059537249,0.176405829,-0.027102837,-0.111771728,0.255797594,0.034177006,-0.106939953,-0.06448906,-0.093913464,-0.134826974,Genasom
-0.095423967,-0.201095546,-0.06414019,-0.131488638,-0.063119053,0.590265623,-0.173950309,-0.042471959,0.523580211,-0.119103702,Cerber
-0.047842275,0.279862501,-0.154787024,-0.14182234,-0.067797787,-0.061024275,-0.11543183,-0.071266119,0.462192001,-0.086318899,Reveton
0.085810419,-0.08488983,-0.046932794,-0.131275456,-0.062501011,0.050212679,-0.140868874,-0.09227111,0.712390011,-0.072145655,Bengin
0.096329159,-0.124168584,-0.211707181,-0.097220896,0.075594397,-0.167343608,-0.216923044,0.04544156,0.843862725,-0.141507647,CryptoWall
0.076692708,-0.044225183,-0.226063114,-0.126575858,0.133144134,-0.150603171,-0.18151047,0.043118102,0.214668871,-0.156159247,CryptoWall
0.036699162,0.092193051,-0.077897834,-0.140559798,-0.062591443,-0.01422551,-0.133715945,-0.085357309,0.51379661,-0.07487339,Bengin
-0.087676408,-0.136366335,-0.068550501,-0.086363254,-0.06222026,0.761815688,-0.104191664,-0.0623803,0.00929843,-0.075939028,Cerber
-0.053541238,0.250800164,-0.159630042,-0.144457038,-0.058837504,0.011428562,-0.099594896,-0.064441207,0.264092147,-0.082117712,Reveton
0.040084829,-0.036688552,-0.229724423,-0.134450164,0.139514464,-0.157169861,-0.195403256,0.0637945,0.21612412,-0.163071552,CryptoWall
-0.107085508,-0.213611384,-0.074027705,-0.126314934,-0.06286267,0.58952296,-0.191617148,-0.037611377,0.565571561,-0.116186079,Cerber
-0.052961593,0.295308842,-0.15328656,-0.141674199,-0.066711654,-0.041791599,-0.11353832,-0.071900594,0.398981261,-0.08822727,Reveton
0.049936833,-0.019557552,-0.076182126,-0.138025052,-0.062497683,-0.012896361,-0.138893248,-0.090784904,0.650796366,-0.073243429,Bengin
-0.108474701,-0.218067207,-0.074389896,-0.128423806,-0.062903983,0.606528647,-0.191733707,-0.037789879,0.557580827,-0.115400611,Cerber
0,0.042179625,-0.184031577,0,0,-0.149297519,-0.09707068,0,0.354773508,-0.108780228,Bengin
-0.055521713,0.290970324,-0.153402386,-0.143501877,-0.064010431,-0.015553237,-0.099559055,-0.064462506,0.308588965,-0.07841379,Reveton
-0.105865662,-0.093538913,0.286300528,-0.152717591,-0.060244227,0.338691456,-0.169418105,-0.09060394,0.651927594,-0.106930007,Locky
-0.108336752,-0.217569397,-0.073837946,-0.12877323,-0.062905495,0.596685706,-0.190459928,-0.037910387,0.548191163,-0.114843772,Cerber
-0.09756391,-0.21390944,-0.070783641,-0.137798162,-0.06227972,0.556756288,-0.171515563,-0.046036439,0.451583291,-0.115971251,Cerber
0.051129927,-0.016286309,-0.076415264,-0.138384949,-0.062497683,-0.014528359,-0.138765834,-0.090774129,0.650148813,-0.073200735,Bengin
0.091610672,-0.082135407,-0.045273534,-0.130684146,-0.062501011,0.047172472,-0.139683362,-0.092226914,0.708420856,-0.072066847,Bengin
-0.097249442,-0.213364052,-0.070599546,-0.13673498,-0.062275719,0.555719305,-0.171761425,-0.045478145,0.453372722,-0.116368894,Cerber
-0.052191674,-0.046429359,-0.096278186,-0.126785695,-0.062587776,-0.054885174,-0.108924179,-0.089073185,0.388011476,-0.074401112,Bengin
-0.042736323,-0.130274742,-0.176069852,-0.128517881,0.129667766,-0.182230495,-0.07611856,-0.062327323,0.583938743,-0.151604544,TeslaCrypt
-0.051529767,0.158737345,-0.087702023,-0.142785657,-0.062539479,-0.006788606,-0.125444583,-0.086047669,0.483412556,-0.074576684,Bengin
0,-0.072999902,0,0,0,0,-0.053492566,0,0.286311996,0,Bengin
0.041800501,-0.045968536,-0.075016647,-0.132290187,-0.062498238,0.015378253,-0.134604947,-0.090755153,0.652779402,-0.07333166,Bengin
-0.104902808,-0.105581974,0.283432231,-0.152430132,-0.062222124,0.30504601,-0.170229886,-0.092682509,0.681595189,-0.109206761,Locky
-0.098676451,-0.180314845,-0.071106493,-0.114627062,-0.062304035,0.536996533,-0.16722898,-0.051647847,0.459666708,-0.113566827,Cerber
0,-0.161096738,0,0,0,0,-0.079470468,0,0.288054469,0,Locky
0.090578924,-0.118700223,-0.22152858,-0.080653271,0.072798202,-0.168514752,-0.254624387,0.032942001,0.770925961,-0.139370895,CryptoWall
0,-0.049787764,-0.162444274,0,0,-0.174618039,-0.071155866,0,0.317344664,-0.109100365,Bengin
-0.096178791,-0.161333634,-0.07116343,-0.105588201,-0.062254594,0.611026722,-0.15490942,-0.063053445,0.515879384,-0.112504987,Cerber
-0.104878137,-0.205667423,-0.072221954,-0.11963002,-0.062742678,0.594771499,-0.192489596,-0.032173556,0.569475706,-0.118305676,Cerber
-0.12213286,-0.146956481,-0.111498968,-0.105282579,-0.062626499,0.893292104,-0.129064905,-0.063438634,0.017016735,-0.068349248,Cerber
-0.106552637,-0.208432428,-0.073268692,-0.124689104,-0.06281251,0.608634802,-0.192740917,-0.036028662,0.553819388,-0.11695786,Cerber
-0.106385053,-0.040718233,0.304667371,-0.150884119,-0.05570343,0.424942268,-0.164009864,-0.090491111,0.640296618,-0.107794153,Locky
-0.054279476,0.237791101,-0.154908247,-0.14179664,-0.055936779,0.034251427,-0.099527933,-0.064445377,0.183406911,-0.079341356,Reveton
-0.095678088,-0.201731366,-0.064386482,-0.131986325,-0.063142904,0.595093154,-0.174533063,-0.042540459,0.512173025,-0.119165202,Cerber
-0.108336766,-0.217589306,-0.073823829,-0.128777528,-0.062897358,0.596455123,-0.190335536,-0.037773036,0.548398168,-0.114768458,Cerber
-0.106260704,-0.041098495,0.304576886,-0.150861815,-0.055123637,0.424116501,-0.164067752,-0.09047567,0.640364128,-0.107876243,Locky
0.859745945,-0.120680745,-0.072143659,-0.134894453,0.015686395,-0.11128163,-0.036664564,0.051016282,0.271466875,-0.139449213,CryptoWall
-0.080189785,-0.1412482,-0.062090891,-0.108401458,-0.062255956,0.632901954,-0.128347331,-0.057172218,0.375289757,-0.105736687,Cerber
0.128755722,-0.066827252,-0.079113244,-0.129121046,-0.062499348,0.014085693,-0.142583637,-0.091742015,0.685897991,-0.072613481,Bengin
-0.081749346,-0.141419358,-0.063204962,-0.113082199,-0.062291202,0.641668272,-0.128198774,-0.058701222,0.377897811,-0.10427099,Cerber
-0.044373094,0.282774587,-0.155792903,-0.141302164,-0.067109519,-0.073545065,-0.116325847,-0.07071627,0.469818237,-0.084608722,Reveton
-0.095201953,-0.200076205,-0.063952572,-0.131257218,-0.063109631,0.594528358,-0.174184779,-0.042681315,0.519902038,-0.119244975,Cerber
-0.106400192,-0.208315124,-0.072988061,-0.124553632,-0.062805588,0.608487063,-0.191936624,-0.035565515,0.556021765,-0.116737083,Cerber
-0.101804937,-0.113395815,0.297673638,-0.151605047,-0.063615135,0.258012068,-0.15758311,-0.085291273,0.64986271,-0.09938735,Locky
-0.030284365,-0.074350793,-0.09339368,-0.137295269,-0.062535461,-0.024973722,-0.107545288,-0.088880263,0.475761383,-0.074566025,Bengin
-0.106385098,-0.040694288,0.304672271,-0.150881178,-0.05570343,0.424986201,-0.164006807,-0.090489398,0.640294557,-0.107792235,Locky
0,-0.158968958,0,0,0,0,-0.078869595,0,0.269314466,0,Locky
-0.039016403,-0.144676489,-0.030005997,-0.12976786,-0.066862009,0.109846743,-0.149931469,-0.075281132,0.392064194,-0.062829645,Cryptolocker
0.218491372,-0.190408827,-0.086254522,-0.143174736,-0.064857647,-0.141433494,-0.155961677,-0.04320593,0.445168987,-0.069770943,Jigsaw
-0.096551333,-0.202140825,-0.067499629,-0.129152357,-0.062986717,0.596918599,-0.173485507,-0.039083483,0.559730803,-0.116014188,Cerber
0.036604626,0.093621169,-0.0778507,-0.140539398,-0.062575554,-0.014075653,-0.133502686,-0.085349749,0.512936581,-0.074813464,Bengin
-0.053306241,0.295567631,-0.150465367,-0.141690921,-0.065591908,-0.039737863,-0.112691287,-0.071915761,0.382745198,-0.086554729,Reveton
0.989942961,-0.115835467,-0.089483969,-0.135752675,-0.072118861,0.112232339,-0.065237332,-0.016005268,0.614029642,0.257675635,Cryptolocker
0.036699162,0.09212033,-0.077897834,-0.140565495,-0.062591443,-0.014026778,-0.133749724,-0.085375724,0.513766226,-0.074891078,Bengin
0,-0.072999902,0,0,0,0,-0.053482369,0,0.286320849,0,Bengin
-0.03463965,-0.126989974,-0.187256778,-0.126877091,0.142225546,-0.178692122,-0.080649044,-0.062371848,0.572071894,-0.154686093,TeslaCrypt
-0.105492054,-0.098233535,0.286019053,-0.152493551,-0.060379311,0.324645322,-0.171299712,-0.092625207,0.67622093,-0.109581725,Locky
-0.052521729,-0.052792699,-0.095170395,-0.128883191,-0.062535461,-0.051619712,-0.108633191,-0.088966965,0.400345199,-0.074531966,Bengin
-0.053711236,0.289996129,-0.1515457,-0.143568891,-0.06573403,-0.03397762,-0.111298602,-0.071953515,0.412333416,-0.088439665,Reveton
-0.052902295,0.293997951,-0.150957601,-0.142040366,-0.065842983,-0.043214502,-0.112839884,-0.071941341,0.400708774,-0.086921125,Reveton
0,-0.161225202,0,0,0,0,-0.079579446,0,0.283918135,0,Locky
-0.045906777,0.278292316,-0.155837749,-0.14128923,-0.068202074,-0.071131449,-0.116483705,-0.071395674,0.49798269,-0.08642901,Reveton
-0.10641267,-0.209682138,-0.073587789,-0.125266214,-0.062818003,0.605859529,-0.192241502,-0.037073045,0.553089958,-0.11689328,Cerber
-0.05350898,0.245351394,-0.159592937,-0.144166657,-0.058837504,0.018931407,-0.099919426,-0.064521826,0.253477764,-0.082321151,Reveton
-0.105655666,-0.206871703,-0.072757692,-0.122255998,-0.062774292,0.603125649,-0.19169294,-0.034432986,0.560181062,-0.117401062,Cerber
0.096329159,-0.124121407,-0.211707181,-0.097160057,0.075594397,-0.167292175,-0.21614721,0.040993586,0.848200862,-0.142356132,CryptoWall
0,0,0,-0.099243872,0,0,0,0.450693909,0.113943649,0,CryptoWall
0.221799073,-0.192081128,-0.08685821,-0.143428353,-0.064857647,-0.141652295,-0.158557303,-0.049223459,0.441705183,-0.060142166,Jigsaw
0.081257649,-0.111955984,-0.217675473,-0.079332252,0.06726831,-0.170985491,-0.253572001,0.04282933,0.766675374,-0.144880358,CryptoWall
0.036130748,0.084213775,-0.07829139,-0.14043502,-0.062591443,-0.00404248,-0.145445234,-0.090832904,0.600354888,-0.074575374,Bengin
0.08576204,-0.116233043,-0.220316456,-0.080530418,0.069906032,-0.169165989,-0.255823807,0.036225352,0.762847295,-0.14005025,CryptoWall
-0.103838633,-0.10061457,0.30318225,-0.152122984,-0.062222124,0.292597414,-0.167613734,-0.091072494,0.660556498,-0.107315331,Locky
0.090951055,-0.120186838,-0.224946881,-0.081175418,0.077788295,-0.170640209,-0.257611732,0.030682611,0.755908214,-0.137869495,CryptoWall
-0.044360991,0.281437416,-0.155793992,-0.141319352,-0.067109519,-0.073252874,-0.116315532,-0.070711446,0.471792292,-0.084600681,Reveton
-0.052348966,0.1543559,-0.088081938,-0.142921622,-0.062539479,-0.006204154,-0.125998026,-0.085755248,0.48325439,-0.074643706,Bengin
-0.106436074,-0.054712313,0.303783506,-0.151928611,-0.0575208,0.396770492,-0.166067295,-0.091556856,0.65027645,-0.108639951,Locky
-0.018720728,-0.118189156,-0.200753713,-0.125424854,0.177670703,-0.17852775,-0.08937189,-0.062322436,0.565291933,-0.155122107,TeslaCrypt
-0.064451712,0.171231871,-0.086232702,-0.140411171,-0.062539479,0.004213399,-0.12691652,-0.086351141,0.473368124,-0.074482113,Bengin
-0.105289528,-0.101012509,0.284678795,-0.152715576,-0.061797677,0.31872111,-0.171042838,-0.092647202,0.67886528,-0.10933559,Locky
-0.105255461,-0.100821815,0.28438186,-0.152304567,-0.060379311,0.319422307,-0.171085922,-0.092637965,0.677499703,-0.109541709,Locky
0.080363961,-0.101342022,-0.224543979,-0.080606337,0.082473874,-0.185027966,-0.234760167,0.031091992,0.805491677,-0.15420679,CryptoWall
-0.099019429,-0.129508781,0.285890124,-0.14700607,-0.065041178,0.20852047,-0.138253372,-0.074542649,0.627029481,-0.086562549,Locky
-0.097079568,-0.140548697,0.286568028,-0.143909681,-0.065888792,0.163142569,-0.136585904,-0.074428713,0.645005094,-0.086240564,Locky
-0.066574313,0.183255682,-0.085966848,-0.111702257,0.407992018,0.092923155,-0.106199431,-0.064512382,-0.09259083,-0.149945031,Genasom
-0.105345258,-0.206328116,-0.072424924,-0.120615517,-0.062755246,0.596188951,-0.192133254,-0.032899367,0.568244244,-0.117822332,Cerber
-0.056792384,0.1508793,-0.073253551,-0.143431905,-0.062575554,-0.008428022,-0.128304369,-0.085750989,0.500897914,-0.074815699,Bengin
-0.00761,-0.114841219,-0.203335895,-0.126263613,0.176291994,-0.180137796,-0.094970342,-0.062358538,0.561594292,-0.15086255,TeslaCrypt
0.042817083,-0.002231616,-0.074993132,-0.14172469,-0.062497683,-0.01244925,-0.138242893,-0.090827086,0.643457257,-0.07310271,Bengin
-0.105932549,-0.207579928,-0.072788434,-0.123314051,-0.062790627,0.606950307,-0.192488565,-0.034677835,0.557059541,-0.117119827,Cerber
-0.054036482,-0.136094091,-0.182159374,-0.134658329,0.170789454,-0.202287751,-0.069735317,-0.062346775,0.529319226,-0.169313495,TeslaCrypt
-0.106371783,-0.040738996,0.30458497,-0.150821159,-0.055123637,0.424884664,-0.164031104,-0.090488858,0.640046838,-0.1078622,Locky
-0.055128755,0.290145371,-0.153494859,-0.143825408,-0.064010431,-0.018814527,-0.099698233,-0.064482446,0.324729996,-0.078461545,Reveton
-0.107283552,-0.216453336,-0.074829125,-0.127169872,-0.062886028,0.585923036,-0.190714181,-0.036966483,0.565305655,-0.115403128,Cerber
-0.10346961,-0.10595449,0.300829976,-0.151483389,-0.062222124,0.281069696,-0.158939516,-0.085254406,0.6341055,-0.100626009,Locky
-0.018707632,-0.118407683,-0.201026046,-0.125427509,0.178512348,-0.178577449,-0.089333081,-0.062332552,0.565652115,-0.155390823,TeslaCrypt
-0.016276533,-0.117498109,-0.2018359,-0.125404252,0.176417388,-0.17846227,-0.090443722,-0.062331641,0.565244551,-0.154715483,TeslaCrypt
-0.102107417,-0.110576307,0.29911305,-0.150217056,-0.062222124,0.264234788,-0.157300837,-0.085140428,0.643032392,-0.100364532,Locky
-0.096177133,-0.210512565,-0.071694305,-0.13338652,-0.062253697,0.569747012,-0.169649895,-0.042322712,0.515995916,-0.116282138,Cerber
0.035296644,-0.035226231,-0.230772182,-0.134332547,0.139514464,-0.157219182,-0.191941871,0.053580314,0.220008105,-0.16841439,CryptoWall
0.084479055,-0.084408708,-0.047840144,-0.134045413,-0.062484902,0.044648943,-0.141984796,-0.092333083,0.717162478,-0.072264155,Bengin
-0.083607088,-0.132674772,-0.065236594,-0.101319615,-0.062292032,0.650411981,-0.117487855,-0.058291615,0.167060407,-0.090479425,Cerber
-0.106328909,-0.077092235,0.293093668,-0.152575547,-0.058370598,0.3659299,-0.170504944,-0.091987901,0.656852316,-0.109081331,Locky
0.051095927,-0.017098831,-0.076194957,-0.138193704,-0.062497683,-0.013696216,-0.138733785,-0.090782971,0.650489308,-0.07321021,Bengin
-0.052973028,0.148176763,-0.088510133,-0.143287652,-0.062543451,-0.006571878,-0.126563375,-0.085776737,0.487771243,-0.074734847,Bengin
0.081082823,-0.128927105,-0.213219719,-0.061100317,0.071214813,-0.154577619,-0.22382736,0.021937262,0.883408839,-0.146344649,CryptoWall
-0.106489505,-0.061738909,0.30030463,-0.152418603,-0.058370598,0.388222702,-0.168579979,-0.092397607,0.655589186,-0.109510901,Locky
0.04674163,-0.041196416,-0.075276676,-0.132548845,-0.062498238,0.015731008,-0.136089058,-0.090750249,0.653357971,-0.073326451,Bengin
0.096773537,-0.120272577,-0.208634209,-0.115118735,0.083719657,-0.182538467,-0.198311755,0.035898682,0.813182386,-0.144721503,CryptoWall
-0.052245338,-0.048465517,-0.096181628,-0.127636233,-0.062587776,-0.055304309,-0.108911299,-0.089093615,0.390300107,-0.074421364,Bengin
-0.031132844,-0.077138712,-0.092125011,-0.137876469,-0.062535461,-0.022846205,-0.108604476,-0.088843006,0.48080102,-0.074681335,Bengin
-0.060946556,0.180454426,-0.064056446,-0.111507312,0.339818343,0.075493111,-0.106780072,-0.064499894,-0.093707099,-0.145136897,Genasom
-0.083596905,-0.143683664,-0.065158112,-0.112337261,-0.062307716,0.63013127,-0.128877245,-0.058868196,0.379641139,-0.103015065,Cerber
-0.098010909,-0.214310873,-0.068414238,-0.138481125,-0.062281714,0.539838155,-0.171451916,-0.046608818,0.434611258,-0.116308355,Cerber
-0.10655331,-0.208710512,-0.073274535,-0.124711319,-0.06281251,0.60643379,-0.19294793,-0.036152671,0.555252214,-0.117103324,Cerber
-0.106665017,-0.208368357,-0.073143973,-0.124699725,-0.06281293,0.60903937,-0.192829305,-0.035748634,0.553582342,-0.116967346,Cerber
-0.105491911,-0.098274361,0.286006525,-0.152495568,-0.060379311,0.324554164,-0.171308509,-0.092630181,0.676234331,-0.109587334,Locky
-0.10522991,-0.206274076,-0.072378782,-0.120379283,-0.062751891,0.595266988,-0.192229334,-0.032678533,0.569164711,-0.117972277,Cerber
0,0.124091684,-0.072643087,0,0,0.056508639,-0.101936035,0,-0.095238966,-0.143702934,Genasom
-0.046909584,0.279510459,-0.155111773,-0.141265243,-0.067317807,-0.064007566,-0.116463098,-0.071285401,0.458107517,-0.085961644,Reveton
0.091637752,-0.081189422,-0.045258469,-0.130563316,-0.062499348,0.047807664,-0.139183859,-0.091974458,0.695146948,-0.07241729,Bengin
-0.064849323,0.168508982,-0.086490003,-0.140611774,-0.062539479,0.006532693,-0.127521301,-0.086343531,0.474424023,-0.074540935,Bengin
-0.105273126,-0.100931259,0.284559412,-0.152495761,-0.061228448,0.319060962,-0.171065751,-0.092638002,0.678182576,-0.109412775,Locky
-0.053497589,0.241935649,-0.159300736,-0.144205261,-0.058660614,0.019167221,-0.099869249,-0.064514495,0.255373484,-0.082247053,Reveton
-0.03207867,-0.126446662,-0.189293636,-0.126854113,0.141075963,-0.178665022,-0.082116937,-0.0623739,0.57156178,-0.154242655,TeslaCrypt
-0.05330241,0.295660718,-0.150452406,-0.14182146,-0.065591908,-0.039749197,-0.112680406,-0.071918986,0.382784558,-0.086559997,Reveton
0.050766066,-0.017767916,-0.076441837,-0.138196342,-0.062497683,-0.013573994,-0.139121009,-0.090779589,0.650455787,-0.073238233,Bengin
-0.037103931,-0.16360995,-0.012796179,-0.14265464,-0.095938549,0.067208789,-0.039581879,-0.066386628,0.520462908,-0.132760986,Cryptolocker
-0.105775047,-0.207033464,-0.072806582,-0.122642745,-0.062778531,0.603758911,-0.191589959,-0.034658524,0.559809683,-0.117246932,Cerber
-0.095850577,-0.203856581,-0.064644982,-0.132421775,-0.063165625,0.581987808,-0.174856014,-0.04313988,0.518854151,-0.119625947,Cerber
-0.081978927,-0.1616267,0.248963948,-0.121083959,-0.061680178,0.004616198,-0.102020481,-0.0628159,0.078728552,-0.064430435,Locky
-0.083860772,-0.167941414,0.252951985,-0.127054463,-0.059827817,0.038652229,-0.105652941,-0.062752801,0.118778886,-0.06502604,Locky
-0.101748925,-0.113670751,0.296752067,-0.150004555,-0.06318641,0.259938857,-0.157760411,-0.085154227,0.647653043,-0.100151012,Locky
-0.09858318,-0.161000535,-0.067771181,-0.104580819,-0.062237034,0.64657273,-0.162198166,-0.059928824,0.482949666,-0.1129259,Cerber
-0.051561645,0.158725767,-0.08736291,-0.142792322,-0.062539479,-0.006697488,-0.12550727,-0.086036364,0.483391239,-0.074597407,Bengin
-0.105273076,-0.100944622,0.284555049,-0.152496408,-0.061228448,0.319031248,-0.171068674,-0.092639662,0.678184422,-0.109414649,Locky
-0.104852623,-0.110513951,0.280463397,-0.151925842,-0.062222124,0.295753263,-0.168994693,-0.091070847,0.68284279,-0.107425701,Locky
0,-0.012914771,-0.173265486,0,0,-0.168866927,-0.086603319,0,0.324254085,-0.109157383,Bengin
-0.099019315,-0.129493863,0.285900293,-0.147005617,-0.065041178,0.208552088,-0.138249776,-0.074540535,0.627031801,-0.086560161,Locky
-0.08193189,-0.16172891,0.248631346,-0.121127947,-0.061111041,0.006833427,-0.102172708,-0.062882996,0.080834758,-0.064545303,Locky
-0.037646832,-0.126711123,-0.18461696,-0.126719559,0.13816541,-0.176382933,-0.078890626,-0.062380453,0.575669066,-0.154816748,TeslaCrypt
0.128755722,-0.066829554,-0.079113244,-0.12912132,-0.062499348,0.014101524,-0.142587628,-0.091744274,0.685894424,-0.072615677,Bengin
-0.05194526,0.29738618,-0.152724629,-0.140663982,-0.067544446,-0.053136135,-0.114133902,-0.071164287,0.389817858,-0.085385498,Reveton
-0.106467507,-0.071165665,0.296530511,-0.152524624,-0.058370598,0.374153499,-0.169284101,-0.092460344,0.661329821,-0.109476391,Locky
-0.055994947,0.295942334,-0.150653515,-0.142413786,-0.062307037,-0.011349257,-0.099241322,-0.064403566,0.264004064,-0.076506044,Reveton
-0.045180779,0.281142161,-0.155462333,-0.141210522,-0.067291769,-0.070664926,-0.117047517,-0.071150435,0.469553376,-0.085037884,Reveton
-0.099170997,-0.181345855,-0.071475925,-0.11472205,-0.062304021,0.531705918,-0.167024666,-0.052065412,0.459734274,-0.113273923,Cerber
-0.054277639,0.293638302,-0.151448742,-0.143306643,-0.06573403,-0.030769371,-0.111123705,-0.071921752,0.389646273,-0.088366629,Reveton
-0.09713935,-0.140800542,0.286863272,-0.143848881,-0.066736221,0.161733466,-0.136539703,-0.074435387,0.646246732,-0.086117909,Locky
-0.014179666,-0.11623777,-0.201832334,-0.125974561,0.171110855,-0.178113382,-0.091816437,-0.062342446,0.562106108,-0.152980703,TeslaCrypt
-0.106520211,-0.069732459,0.297780954,-0.152523103,-0.058370598,0.374941212,-0.169079598,-0.092440669,0.661165986,-0.109488469,Locky
0.036162602,0.086819631,-0.07827719,-0.140708064,-0.062591443,-0.004967608,-0.144478417,-0.090338711,0.588873598,-0.074697655,Bengin
-0.052633281,0.295909592,-0.152633952,-0.140870051,-0.066981319,-0.047117383,-0.114384822,-0.071875629,0.387789172,-0.087081189,Reveton
-0.098488046,-0.13708413,0.290940138,-0.145881781,-0.065888792,0.178458684,-0.13769213,-0.074530183,0.637319007,-0.086434753,Locky
0,0.042179625,-0.184031577,0,0,-0.149297519,-0.097082853,0,0.354764292,-0.108769004,Bengin
-0.052592263,0.1493909,-0.088164602,-0.143285532,-0.062543451,-0.006601825,-0.126017907,-0.08579058,0.487843489,-0.074684465,Bengin
0.110413838,0.012119377,-0.25573455,-0.139556457,0.169979321,-0.200048701,-0.123753461,-0.062293571,0.53136396,-0.172201865,TeslaCrypt
0.080440099,-0.09322489,-0.19974196,-0.133157184,0.057707949,-0.174976082,-0.19251264,0.018338937,0.607677105,-0.151823218,CryptoWall
-0.054382168,0.24571471,-0.156283826,-0.141750641,-0.056788317,0.028914949,-0.099407965,-0.064406788,0.183605459,-0.080043821,Reveton
-0.105273175,-0.100916412,0.284563776,-0.152494884,-0.061228448,0.319093708,-0.171062828,-0.092636341,0.678185944,-0.109410901,Locky
-0.104678865,-0.205255215,-0.07220135,-0.118979587,-0.062733733,0.593042291,-0.192196671,-0.031895951,0.570774487,-0.118479616,Cerber
-0.106236792,-0.038295562,0.305472139,-0.150463334,-0.046332525,0.424728582,-0.163760612,-0.09043096,0.638540006,-0.108831438,Locky
-0.098488351,-0.137113738,0.290919452,-0.145883512,-0.065888792,0.178398697,-0.137699378,-0.074534411,0.637305609,-0.086439533,Locky
-0.100852519,-0.122753627,0.29353947,-0.149133514,-0.065041178,0.225816819,-0.138768053,-0.074622116,0.61458393,-0.086844904,Locky
-0.10549215,-0.098206486,0.286027406,-0.152492187,-0.060379311,0.324705498,-0.171293847,-0.09262189,0.676212992,-0.109577986,Locky
-0.056245135,0.215847754,-0.159493209,-0.138946986,-0.040265864,0.09101802,-0.097312565,-0.064308731,0.054356002,-0.083716468,Reveton
-0.048215045,0.282804734,-0.156140285,-0.141439918,-0.068281079,-0.06477724,-0.11553011,-0.071385461,0.47393878,-0.087711167,Reveton
-0.090696241,-0.148830184,-0.118191742,-0.111679705,0.946841983,-0.144326058,-0.091301878,-0.062878498,0.019549504,-0.080114694,Locky
-0.096973255,-0.179284016,-0.069896112,-0.116311648,-0.06235585,0.576555477,-0.168260525,-0.050944592,0.460030937,-0.114637746,Cerber
0.999670557,-0.147764486,0,-0.143898977,0,0,-0.05356043,-0.049820966,0.429372289,0,Jigsaw
-0.106299446,-0.040247196,0.305317982,-0.150818449,-0.055123637,0.424231177,-0.163940238,-0.090460086,0.640649547,-0.107887337,Locky
-0.106676295,-0.209421025,-0.07336271,-0.125210538,-0.062819203,0.608901116,-0.192581088,-0.036229817,0.551124482,-0.116834246,Cerber
-0.053709616,0.290007515,-0.151544258,-0.143567143,-0.06573403,-0.03399874,-0.111294582,-0.071955584,0.412317439,-0.088442497,Reveton
-0.054296621,0.24173921,-0.154925776,-0.142029419,-0.055936779,0.029860628,-0.099339494,-0.06440609,0.18857171,-0.079145504,Reveton
0.040960764,-0.054765568,-0.074218541,-0.130026866,-0.062499348,0.013271502,-0.133361294,-0.090749936,0.654070284,-0.073356147,Bengin
-0.088393343,-0.141354275,0.276649548,-0.136297462,-0.05972156,0.137654229,-0.105234032,-0.062756326,0.154023878,-0.065452638,Locky
-0.096432238,-0.201744991,-0.06740222,-0.129086829,-0.062971673,0.597954279,-0.173876838,-0.039110991,0.559175526,-0.116283477,Cerber
-0.088330751,-0.141496864,0.275676291,-0.136311365,-0.05972156,0.13743254,-0.105663225,-0.062616773,0.153837239,-0.065729708,Locky
-0.044174756,0.279564001,-0.155824146,-0.141316501,-0.067424767,-0.073015668,-0.117308049,-0.071225857,0.484829223,-0.085354744,Reveton
-0.105873548,-0.093492271,0.286343653,-0.152706049,-0.060379311,0.338817279,-0.172334571,-0.092582513,0.672331176,-0.109697685,Locky
-0.052174063,-0.046536042,-0.096276697,-0.126771789,-0.062587776,-0.055008498,-0.108887124,-0.089094917,0.388015849,-0.074383465,Bengin
0.043267968,-0.052363672,-0.075102215,-0.130072274,-0.062499348,0.012536079,-0.133953612,-0.090747835,0.65412566,-0.073354093,Bengin
-0.039626691,-0.127077977,-0.18310832,-0.126753984,0.138929329,-0.176311888,-0.077815345,-0.062368322,0.576151935,-0.155108393,TeslaCrypt
-0.1063517,-0.074069724,0.294996708,-0.152575119,-0.058370598,0.369820669,-0.170674636,-0.092720507,0.661892608,-0.109862959,Locky
-0.106674389,-0.210320475,-0.073759706,-0.125398898,-0.062826499,0.605517121,-0.191937892,-0.036880534,0.5538863,-0.116546854,Cerber
-0.090968987,-0.148573426,0,-0.111512268,0,0,-0.091106424,-0.062892596,0.017493525,0,Locky
-0.013296381,-0.11618101,-0.201518058,-0.125916801,0.178278128,-0.178774857,-0.092256346,-0.062345,0.561665982,-0.152667613,TeslaCrypt
0.051109164,-0.017084194,-0.076419483,-0.138191973,-0.062497683,-0.013757909,-0.13870942,-0.090779791,0.650493722,-0.07320711,Bengin
-0.104833245,-0.110550543,0.28045577,-0.151925768,-0.062222124,0.295669199,-0.169009258,-0.091067021,0.682831285,-0.107423177,Locky
