file-crypt,file-register,file-socket,crypt-register,crypt-socket,register-socket,label,,,,FC,FR,FS,CR,CS,RS
-0.096247917,-0.2117928,-0.074239121,-0.137984746,-0.062334212,0.553751531,3,,,,,,,,,
-0.096174147,-0.211536272,-0.074127107,-0.137864569,-0.062329848,0.553226322,3,,,,,,,,,
-0.096173398,-0.210940209,-0.074133817,-0.137080999,-0.062329387,0.549045032,3,,,,,,,,,
-0.096090611,-0.210513195,-0.074013374,-0.136917242,-0.062325625,0.551057355,3,,,,,,,,,
0,0.078028897,0,0,0,0,1,,,,,,,,,
0,-0.112826572,-0.104811946,0,0,-0.074567233,1,,,,,,,,,
0,-0.106230464,-0.166615873,0,0,0.255259134,1,,,,,,,,,
0,-0.106814721,-0.166589637,0,0,0.257087836,1,,,,,,,,,
0,-0.12958937,-0.165700221,0,0,0.198514125,1,,,,,,,,,
0,-0.12958937,-0.165700221,0,0,0.198514125,1,,,,,,,,,
0,-0.129887328,-0.165700221,0,0,0.198019703,1,,,,,,,,,
0,-0.129887328,-0.165700221,0,0,0.198019703,1,,,,,,,,,
-0.071311319,-0.125758176,-0.167488803,-0.133427908,0.295682158,0.256871123,1,,,,,,,,,
-0.067344089,-0.126573612,-0.168132064,-0.132034155,0.304839635,0.259070658,1,,,,,,,,,
-0.067339818,-0.126579425,-0.168130751,-0.132039625,0.304839635,0.25908292,1,,,,,,,,,
-0.063255742,-0.131208455,-0.15874807,-0.132934188,0.202690695,0.137124529,1,,,,,,,,,
-0.063009885,-0.131224409,-0.158824201,-0.132486635,0.20592535,0.136688421,1,,,,,,,,,
-0.062998043,-0.131425136,-0.159416095,-0.132738303,0.206788469,0.13767583,1,,,,,,,,,
-0.065262127,-0.130245276,-0.16360548,-0.133785356,0.179095056,0.154289737,1,,,,,,,,,
-0.064481288,-0.130885156,-0.163594574,-0.131331634,0.179857316,0.154663716,1,,,,,,,,,
-0.064468674,-0.131111741,-0.153262305,-0.131679184,0.136724279,0.084366484,1,,,,,,,,,
-0.064462971,-0.131129019,-0.153260909,-0.131694955,0.136724279,0.084432299,1,,,,,,,,,
-0.062543887,-0.13341931,-0.153480482,-0.130843075,0.143199431,0.079964833,1,,,,,,,,,
-0.062543887,-0.133424797,-0.153531602,-0.130848498,0.14453928,0.079796012,1,,,,,,,,,
-0.062484939,-0.13346491,-0.15352986,-0.130825442,0.144607263,0.079560742,1,,,,,,,,,
-0.062476223,-0.133583728,-0.153830628,-0.131008516,0.146388795,0.080100324,1,,,,,,,,,
-0.062465356,-0.133710233,-0.154088522,-0.131181572,0.147920263,0.080326017,1,,,,,,,,,
-0.062456307,-0.133822981,-0.154371602,-0.131306215,0.149613141,0.080793368,1,,,,,,,,,
-0.062940328,-0.134576094,-0.155504308,-0.131256046,0.152187761,0.081916736,1,,,,,,,,,
-0.062892746,-0.134579035,-0.155504053,-0.131169384,0.152254874,0.08192498,1,,,,,,,,,
-0.062881828,-0.134674976,-0.155446181,-0.131277014,0.1524931,0.081177034,1,,,,,,,,,
-0.066653074,-0.098015314,-0.172453886,-0.131316543,0.176458233,0.118716072,1,,,,,,,,,
-0.0672217,-0.099493591,-0.173882276,-0.131046898,0.178950896,0.121695103,1,,,,,,,,,
-0.068106719,-0.102094764,-0.176410633,-0.132073019,0.16059169,0.133768588,1,,,,,,,,,
-0.068105278,-0.102100024,-0.176410348,-0.132077395,0.16059169,0.133782511,1,,,,,,,,,
-0.066472244,-0.103205273,-0.177431212,-0.132955362,0.16059169,0.134206242,1,,,,,,,,,
-0.066471739,-0.104063555,-0.174236989,-0.135089095,0.045185332,0.467341981,1,,,,,,,,,
-0.066462346,-0.104081022,-0.174444818,-0.135127326,0.04642164,0.464545463,1,,,,,,,,,
-0.066412025,-0.104081025,-0.174444818,-0.135033719,0.046492212,0.464544776,1,,,,,,,,,
-0.066216309,-0.104106273,-0.174444228,-0.134759281,0.046754119,0.464144371,1,,,,,,,,,
-0.066616801,-0.105022779,-0.175421354,-0.13459014,0.048300817,0.466797282,1,,,,,,,,,
-0.066616897,-0.105047652,-0.175421584,-0.13461346,0.048300817,0.466863654,1,,,,,,,,,
-0.066606253,-0.105043231,-0.17562808,-0.134621261,0.049517908,0.464142158,1,,,,,,,,,
-0.066606444,-0.105052205,-0.175670176,-0.134629338,0.05028718,0.464039135,1,,,,,,,,,
-0.066592971,-0.104937912,-0.178308174,-0.134678723,0.061692216,0.407779863,1,,,,,,,,,
-0.066987779,-0.105830674,-0.179271601,-0.134553199,0.063038474,0.409799914,1,,,,,,,,,
-0.066799224,-0.107216206,-0.178750509,-0.134082494,0.059225089,0.413075193,1,,,,,,,,,
-0.067396547,-0.108131098,-0.180227594,-0.133481176,0.060549088,0.421966438,1,,,,,,,,,
-0.067182105,-0.108369373,-0.180224602,-0.132233924,0.06081289,0.421638778,1,,,,,,,,,
-0.067187171,-0.10864131,-0.180210527,-0.133109325,0.06081289,0.418115498,1,,,,,,,,,
-0.06542769,-0.109130348,-0.180111754,-0.133482007,0.06081289,0.416806322,1,,,,,,,,,
-0.065793063,-0.109888801,-0.180993365,-0.133301342,0.062136678,0.418984033,1,,,,,,,,,
-0.066176163,-0.110620339,-0.181938471,-0.133111835,0.063460125,0.421248122,1,,,,,,,,,
-0.066296865,-0.110623978,-0.182043339,-0.133216647,0.065186772,0.417880904,1,,,,,,,,,
-0.06614599,-0.111102328,-0.182034483,-0.133524007,0.065329922,0.417196959,1,,,,,,,,,
-0.066133653,-0.110937049,-0.182336213,-0.133525255,0.071258404,0.374969363,1,,,,,,,,,
-0.066129167,-0.110949568,-0.182335762,-0.133535758,0.071258404,0.375009194,1,,,,,,,,,
-0.066121834,-0.11087864,-0.182417206,-0.133532996,0.072438043,0.372711179,1,,,,,,,,,
-0.064657879,-0.110899796,-0.183553734,-0.134038256,0.072438043,0.370998413,1,,,,,,,,,
-0.064658948,-0.11091748,-0.183563527,-0.134072187,0.072908561,0.371171178,1,,,,,,,,,
-0.06465055,-0.110822805,-0.183623398,-0.134042427,0.073362185,0.369214431,1,,,,,,,,,
-0.064638295,-0.110625745,-0.182898642,-0.134021505,0.078485703,0.330586642,1,,,,,,,,,
-0.064629811,-0.110447238,-0.182937511,-0.13399972,0.078867464,0.328031523,1,,,,,,,,,
-0.065275664,-0.110831743,-0.184476572,-0.13279137,0.079907457,0.337968873,1,,,,,,,,,
-0.065279392,-0.110780853,-0.157236385,-0.133465107,0.013695526,0.584846382,1,,,,,,,,,
-0.065627511,-0.111357517,-0.157915727,-0.133281141,0.014353104,0.587222645,1,,,,,,,,,
-0.066182197,-0.111699514,-0.159031196,-0.132493857,0.01501066,0.60025883,1,,,,,,,,,
-0.067404566,-0.114473541,-0.158399792,-0.133111098,0.013588938,0.58989306,1,,,,,,,,,
-0.06615198,-0.114330937,-0.159360231,-0.133519223,0.013588938,0.589629957,1,,,,,,,,,
-0.066160272,-0.114024311,-0.159357495,-0.134631405,0.013588938,0.584536191,1,,,,,,,,,
-0.066156434,-0.11403372,-0.159357528,-0.13463925,0.013588938,0.584560113,1,,,,,,,,,
-0.066156581,-0.114039689,-0.159377453,-0.134644369,0.013916529,0.58452508,1,,,,,,,,,
-0.066119053,-0.113925226,-0.159396733,-0.13469263,0.014294629,0.583292907,1,,,,,,,,,
-0.066109533,-0.113736955,-0.159539518,-0.134663076,0.014651645,0.581664602,1,,,,,,,,,
-0.064573251,-0.113947187,-0.15960365,-0.134641927,0.015495921,0.58101985,1,,,,,,,,,
-0.065052659,-0.114215114,-0.160547056,-0.134059707,0.016149307,0.591000834,1,,,,,,,,,
-0.06497371,-0.114411054,-0.160546331,-0.134159282,0.016243199,0.590522038,1,,,,,,,,,
-0.064419348,-0.109386354,-0.160542347,-0.1371174,0.016938124,0.552422296,1,,,,,,,,,
-0.064839586,-0.109530381,-0.161371891,-0.136694988,0.01759167,0.559685639,1,,,,,,,,,
-0.082835299,-0.134375901,-0.073171651,-0.136704257,0.01759167,0.559680513,1,,,,,,,,,
-0.082829287,-0.13425976,-0.07299251,-0.136611559,0.0179458,0.558910519,1,,,,,,,,,
-0.082821885,-0.134243727,-0.072992977,-0.13657721,0.0179458,0.558996518,1,,,,,,,,,
-0.078831603,-0.138894664,-0.090327926,-0.135974736,0.018009647,0.552668882,1,,,,,,,,,
-0.077446827,-0.139447946,-0.096360036,-0.134960485,0.01643957,0.547695818,1,,,,,,,,,
-0.077131529,-0.139655012,-0.096465345,-0.135403679,0.016675071,0.545598165,1,,,,,,,,,
-0.077135393,-0.139679476,-0.101749732,-0.135673657,0.010652535,0.551568366,1,,,,,,,,,
-0.077135434,-0.139679485,-0.101749863,-0.135674428,0.010652535,0.551571322,1,,,,,,,,,
-0.077140359,-0.139684008,-0.138392181,-0.135667979,-0.044940391,0.275945187,1,,,,,,,,,
-0.077110611,-0.13963739,-0.138373765,-0.135964067,-0.044624476,0.273864198,1,,,,,,,,,
-0.077103781,-0.13950013,-0.136375919,-0.135934908,-0.039867554,0.270093648,1,,,,,,,,,
-0.076692287,-0.137619387,-0.13637729,-0.138390963,-0.039412211,0.238539257,1,,,,,,,,,
-0.074616997,-0.137621905,-0.136594098,-0.134568566,-0.037287988,0.240649916,1,,,,,,,,,
-0.074616997,-0.137622177,-0.136611066,-0.134570339,-0.037073863,0.240623229,1,,,,,,,,,
-0.074616326,-0.137620779,-0.136611066,-0.13457088,-0.037073076,0.240626773,1,,,,,,,,,
-0.074614934,-0.137619671,-0.136611112,-0.134571604,-0.037072291,0.240612,1,,,,,,,,,
-0.074609474,-0.137483872,-0.136553682,-0.134508387,-0.036794099,0.240375258,1,,,,,,,,,
-0.074556527,-0.137625206,-0.136605502,-0.134508264,-0.036794099,0.240357945,1,,,,,,,,,
-0.072047782,-0.138394378,-0.143242862,-0.134304914,-0.038106234,0.245614391,1,,,,,,,,,
-0.072046503,-0.138394143,-0.143242892,-0.134305504,-0.038105314,0.245600796,1,,,,,,,,,
-0.072048474,-0.138353076,-0.143224731,-0.13400338,-0.035874155,0.245406669,1,,,,,,,,,
-0.072044574,-0.138256012,-0.140359726,-0.133956011,-0.02277293,0.230110157,1,,,,,,,,,
-0.072044574,-0.138256255,-0.140374819,-0.133957184,-0.022570615,0.230086923,1,,,,,,,,,
-0.072044523,-0.138256146,-0.140374958,-0.133958441,-0.022570615,0.230085011,1,,,,,,,,,
-0.072182571,-0.138152625,-0.140400399,-0.134153377,-0.022718774,0.230112636,1,,,,,,,,,
-0.072182571,-0.138153247,-0.140400399,-0.134154152,-0.022718774,0.230112154,1,,,,,,,,,
-0.072177683,-0.138064579,-0.139021009,-0.134110588,-0.018186987,0.224173503,1,,,,,,,,,
-0.071514946,-0.137877406,-0.139500451,-0.13445505,-0.015014695,0.216889195,1,,,,,,,,,
-0.071493426,-0.137945113,-0.139511637,-0.134416065,-0.015021236,0.217163765,1,,,,,,,,,
-0.071548015,-0.137540378,-0.139702022,-0.134588504,-0.015245114,0.21572219,1,,,,,,,,,
-0.071518751,-0.137020921,-0.139702505,-0.134916927,-0.015231741,0.208873076,1,,,,,,,,,
-0.07151511,-0.137018172,-0.139702727,-0.134918474,-0.015231013,0.208821903,1,,,,,,,,,
-0.071728017,-0.136805884,-0.140365138,-0.13476301,-0.014834749,0.212378365,1,,,,,,,,,
-0.07172314,-0.136715234,-0.141882632,-0.134709132,0.001719194,0.216127938,1,,,,,,,,,
-0.071301335,-0.137465886,-0.143745553,-0.13453512,0.000746716,0.221155458,1,,,,,,,,,
0,0,0,-0.099243872,0,0,4,,,,,,,,,
0.999323352,-0.133969007,0,-0.128737162,0,0,4,,,,,,,,,
0.988755245,-0.126732464,0.999323352,-0.138819205,0.98980972,-0.121621638,4,,,,,,,,,
0.991117422,-0.127064748,0.999272542,-0.137003969,0.9921875,-0.121781305,4,,,,,,,,,
0.990968274,-0.144017804,0.135935787,-0.144569815,0.147618422,-0.193623089,4,,,,,,,,,
0.991494759,-0.144095548,0.135826741,-0.143718198,0.14864398,-0.193540177,4,,,,,,,,,
0.991867392,-0.14433746,0.135645987,-0.143068601,0.149518307,-0.193527087,4,,,,,,,,,
0.99340643,-0.159666133,0.118757436,-0.154137849,0.136176961,-0.145722754,4,,,,,,,,,
