-0.032853611,-0.123699079,-0.151616482,-0.125056694,0.206537006,-0.17686533,-0.081709539,-0.062269482,0.57494359,-0.127005623,TeslaCrypt
0.042493587,-0.003076879,-0.075246633,-0.141690447,-0.062497683,-0.012273459,-0.142381635,-0.092243752,0.676725761,-0.07232092,benign
-0.049213547,0.285940422,-0.154537963,-0.141757816,-0.066894643,-0.051281641,-0.125906366,-0.078003106,0.483695705,-0.097625332,Reveton
-0.108166414,0.042561686,-0.24802611,-0.126464999,0.823908107,-0.145499893,-0.141202842,-0.07892974,0.579529457,-0.14549101,Locky
-0.09407316,-0.205787405,-0.060815569,-0.134575253,-0.063349549,0.596309258,-0.173461132,-0.047365878,0.531742055,-0.118225464,Cerber
-0.108946445,0.033782831,-0.263524837,-0.124103281,0.710407216,-0.111142503,-0.175833118,-0.092090702,0.461747312,-0.133567715,Locky
-0.098546123,-0.173040302,-0.069615675,-0.116660196,-0.062210956,0.542753733,-0.16653976,-0.035848625,0.360402394,-0.112211191,Cerber
-0.051899446,0.290278029,-0.153252407,-0.142393303,-0.067529966,-0.041427049,-0.125124485,-0.079357772,0.48032525,-0.102141928,Reveton
-0.108026042,0.038433004,-0.247885025,-0.126394873,0.823908107,-0.143917684,-0.145343875,-0.080990944,0.583013948,-0.147578394,Locky
-0.097702807,-0.172396856,-0.069598215,-0.114751611,-0.062204336,0.546713418,-0.170592122,-0.037942064,0.36492234,-0.115420718,Cerber
-0.071474987,-0.138266916,-0.140422365,-0.134274743,-0.022727514,0.228225878,-0.076122233,-0.065035211,-0.111339485,-0.147708861,Blocker
-0.107199745,-0.211069784,-0.073187042,-0.122297866,-0.062892314,0.618009679,-0.19914,-0.033788158,0.569179332,-0.118497149,Cerber
-0.108444974,0.038559129,-0.257138904,-0.126513112,0.766761613,-0.127823145,-0.151778647,-0.083816308,0.578094965,-0.150685594,Locky
0.107380284,0.039629202,-0.08609538,-0.132877198,0.31547619,-0.196236845,-0.11897292,-0.062377201,0.544862299,-0.089650378,TeslaCrypt
-0.095421952,-0.207565223,-0.065588431,-0.131740718,-0.063257639,0.592048432,-0.177374348,-0.043242805,0.569273618,-0.117915565,Cerber
-0.064460416,0.169764412,-0.086115708,-0.140602061,-0.062539479,0.006392165,-0.13667028,-0.090938251,0.512486174,-0.074607633,benign
-0.028227502,-0.12340425,-0.150444728,-0.125324473,0.199992767,-0.178344468,-0.084171738,-0.062297306,0.569707205,-0.123804393,TeslaCrypt
0.864395504,-0.203515598,0,-0.135489232,0,0,-0.214106144,-0.090828163,0.641981538,0,Jigsaw
-0.107819306,0.044602023,-0.254153451,-0.12820372,0.815284651,-0.138193444,-0.141190928,-0.078809568,0.577466371,-0.140141102,Locky
-0.067012497,0.203287668,-0.081495217,-0.112532122,0.423437892,0.093786725,-0.106500782,-0.064558178,-0.092082712,-0.15000823,Genasom
-0.108600301,0.021706254,-0.262663627,-0.122270931,0.701473777,-0.09713168,-0.114061637,-0.061538105,0.56571057,-0.120773863,Locky
-0.096252132,-0.160212291,0.270231154,-0.141694996,-0.067275006,0.097168973,-0.119921233,-0.06512451,0.626450755,-0.075342375,Locky
-0.078689361,-0.161980522,0.235397202,-0.121271475,-0.061111041,0.007653502,-0.167111442,-0.055660152,0.202684328,-0.096992734,Locky
0.091610672,-0.082134105,-0.045273534,-0.130683982,-0.062501011,0.047157894,-0.141113134,-0.092667064,0.733089202,-0.071348224,benign
-0.096096727,-0.218087268,-0.074599413,-0.134860155,-0.062278248,0.549126457,-0.174862898,-0.046210259,0.473909997,-0.117291495,Cerber
-0.065113676,0.181312172,-0.086179154,-0.13798207,-0.062539479,-0.022731062,-0.136544207,-0.090902707,0.498304092,-0.074573348,benign
-0.077542944,-0.133374883,-0.060339157,-0.103580771,-0.062042546,0.773044888,-0.143801942,-0.029863859,0.428491993,-0.121951158,Cerber
-0.066216309,-0.104106273,-0.174444228,-0.134759281,0.046754119,0.464144371,-0.073033147,-0.067400966,-0.074053669,-0.123336167,Blocker
0.066689324,-0.089516909,-0.096269776,-0.11153006,0.505908271,0.072508949,-0.085473261,-0.064657311,-0.091463215,-0.149808514,Genasom
-0.050054179,0.289140996,-0.155066207,-0.14193455,-0.067912141,-0.053951583,-0.126336768,-0.078935346,0.508106184,-0.10089203,Reveton
-0.106501229,0.042346861,-0.267213859,-0.117277179,0.508057326,-0.045101419,-0.111464087,-0.061977895,0.529047531,-0.120656961,Locky
0.113144285,-0.004602975,-0.215184809,-0.127613891,0.160360302,-0.184256627,-0.107172825,-0.06244427,0.548470449,-0.163218519,TeslaCrypt
0.084684417,-0.084007772,-0.090960863,-0.111632982,0.497807538,0.068971067,-0.0878163,-0.064643574,-0.09081638,-0.149909641,Genasom
0,0.050334116,-0.184015376,0,0,-0.149425745,-0.117411641,0,0.331715536,-0.10031406,benign
-0.053870911,0.300369933,-0.153054995,-0.141443553,-0.067529966,-0.036421806,-0.124580478,-0.079132955,0.43333543,-0.101694697,Reveton
0.103118894,-0.047207381,-0.226818458,-0.135158185,0.127874094,-0.213155901,-0.107629254,-0.062435285,0.508453663,-0.165340633,TeslaCrypt
-0.108411367,0.038202395,-0.257113501,-0.126638646,0.766761613,-0.1273018,-0.151827351,-0.08382093,0.578364767,-0.150642355,Locky
-0.094994508,-0.211621535,-0.070873632,-0.132706141,-0.062296925,0.518484675,-0.17108809,-0.047321379,0.461216665,-0.11751051,Cerber
-0.052245338,-0.048457513,-0.096181628,-0.12763155,-0.062587776,-0.055345259,-0.119472242,-0.092790345,0.380000711,-0.072038529,benign
-0.103068798,0.086055565,-0.169839815,-0.111643291,0.93874521,-0.051711061,-0.107646367,-0.061966272,0.427811052,-0.094670503,Locky
-0.056860401,0.152981463,-0.220501416,-0.130367542,0.48894018,0.238892821,-0.10324001,-0.065689632,-0.057257897,-0.156937324,Reveton
-0.106566384,0.046791629,-0.188423209,-0.122142288,0.949740402,-0.03169867,-0.111107675,-0.062365707,0.532189545,-0.040155557,Locky
-0.10838634,0.038069931,-0.257094892,-0.126677874,0.766761613,-0.127172395,-0.151854421,-0.083824126,0.578417794,-0.150618505,Locky
-0.095065972,-0.175055346,-0.069204741,-0.1081139,-0.062424903,0.55152487,-0.159089638,-0.054992832,0.644281701,-0.113589875,Cerber
-0.099311005,-0.172395127,-0.070225173,-0.114432877,-0.062229367,0.513546324,-0.16862628,-0.037302537,0.349011568,-0.112934605,Cerber
-0.107896173,0.04842223,-0.245503067,-0.126765169,0.838987871,-0.142770832,-0.141194313,-0.078804997,0.572709551,-0.130883211,Locky
-0.105823983,-0.208608253,-0.072554716,-0.117399634,-0.062822794,0.602245116,-0.199112863,-0.030328947,0.583419279,-0.120001429,Cerber
0.04981395,-0.022192042,-0.07623054,-0.137067062,-0.062497683,-0.012812445,-0.142239948,-0.092202962,0.691914199,-0.072477627,benign
-0.051952272,0.157492749,-0.087721705,-0.14279712,-0.062539479,-0.006640696,-0.136188298,-0.090619007,0.515750848,-0.07502457,benign
0.092144301,-0.121074406,-0.222967904,-0.075261975,0.071523342,-0.162669379,-0.260665042,0.034201887,0.74558119,-0.136944699,CryptoWall
0.04316105,-0.00155273,-0.074735284,-0.141722477,-0.062497683,-0.012536673,-0.141556131,-0.092263274,0.676602185,-0.072251698,benign
-0.108438214,0.023634564,-0.26254204,-0.121454731,0.701473777,-0.094827623,-0.113839021,-0.061589272,0.561328214,-0.12097444,Locky
-0.063637693,-0.125336875,-0.046957696,-0.103580725,-0.06154349,0.668993793,-0.119287416,-0.01278118,0.512833171,-0.112286929,Cerber
-0.076041811,-0.139914154,-0.101811219,-0.135740315,0.010703188,0.549507212,-0.079435366,-0.066684777,-0.101799355,-0.121589972,Blocker
-0.108795521,0.028429255,-0.261264348,-0.126326464,0.738646426,-0.120236725,-0.170966879,-0.091281277,0.541951088,-0.15306246,Locky
